game_id,game_date,matchup,win_loss,minutes,field_goals_made,field_goals_attempted,field_goal_pct,three_pointers_made,three_pointers_attempted,three_point_pct,free_throws_made,free_throws_attempted,free_throw_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,points,plus_minus
22301191,2024-04-14,ORL vs. MIL,W,33.0,10,21,0.476,1,5,0.2,4,4,1.0,1,4,5,3,3,0,0,1,25,25
22301171,2024-04-12,ORL @ PHI,L,35.0,9,18,0.5,1,4,0.25,5,5,1.0,1,5,6,3,1,1,1,4,24,-9
22301136,2024-04-07,ORL vs. CHI,W,20.0,5,10,0.5,1,4,0.25,5,5,1.0,2,2,4,3,1,0,0,1,16,15
22301115,2024-04-05,ORL @ CHA,L,28.0,8,16,0.5,0,4,0.0,6,8,0.75,3,4,7,1,1,0,1,4,22,-6
22301109,2024-04-03,ORL @ NOP,W,33.0,8,14,0.571,3,6,0.5,5,6,0.833,0,2,2,5,0,1,4,1,24,-2
22301090,2024-04-01,ORL vs. POR,W,33.0,6,10,0.6,1,2,0.5,7,9,0.778,1,5,6,1,0,0,1,2,20,7
22301075,2024-03-30,ORL vs. MEM,W,29.0,4,9,0.444,0,4,0.0,5,6,0.833,0,4,4,4,1,0,0,2,13,27
22301064,2024-03-29,ORL vs. LAC,L,36.0,5,13,0.385,0,3,0.0,3,4,0.75,1,2,3,3,2,1,1,2,13,2
22301049,2024-03-27,ORL vs. GSW,L,31.0,6,14,0.429,0,2,0.0,2,2,1.0,2,3,5,1,1,0,1,1,14,-13
22301020,2024-03-23,ORL vs. SAC,L,35.0,8,14,0.571,1,4,0.25,1,2,0.5,1,2,3,4,0,0,0,4,18,-27
22301004,2024-03-21,ORL vs. NOP,W,28.0,7,13,0.538,2,5,0.4,2,2,1.0,0,3,3,3,1,0,0,2,18,5
22300991,2024-03-19,ORL vs. CHA,W,24.0,4,9,0.444,0,3,0.0,3,3,1.0,0,0,0,3,1,0,1,1,11,17
22300979,2024-03-17,ORL vs. TOR,W,31.0,8,13,0.615,0,2,0.0,6,6,1.0,2,6,8,4,0,1,5,5,22,21
22300963,2024-03-15,ORL @ TOR,W,31.0,6,9,0.667,0,1,0.0,7,8,0.875,1,6,7,4,2,0,4,2,19,9
22300947,2024-03-13,ORL vs. BKN,W,28.0,6,14,0.429,1,4,0.25,1,1,1.0,1,4,5,6,3,0,0,5,14,5
