game_id,game_date,matchup,win_loss,minutes,field_goals_made,field_goals_attempted,field_goal_pct,three_pointers_made,three_pointers_attempted,three_point_pct,free_throws_made,free_throws_attempted,free_throw_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,points,plus_minus
22301176,2024-04-12,TOR @ MIA,L,30.0,4,11,0.364,3,7,0.429,4,4,1.0,0,4,4,5,0,0,3,4,15,-15
22301160,2024-04-10,TOR @ BKN,L,34.0,10,24,0.417,4,11,0.364,8,8,1.0,1,6,7,9,1,1,4,5,32,5
22301137,2024-04-07,TOR vs. WAS,W,36.0,9,15,0.6,3,7,0.429,10,10,1.0,0,7,7,13,1,0,4,5,31,22
22301122,2024-04-05,TOR @ MIL,W,36.0,4,12,0.333,3,8,0.375,14,15,0.933,1,10,11,9,3,0,1,1,25,14
22301108,2024-04-03,TOR @ MIN,L,29.0,7,17,0.412,2,7,0.286,0,0,0.0,0,1,1,3,1,0,1,1,16,-24
22301094,2024-04-02,TOR vs. LAL,L,27.0,7,12,0.583,3,7,0.429,3,3,1.0,0,3,3,6,1,0,3,1,20,-8
22300979,2024-03-17,TOR @ ORL,L,31.0,4,15,0.267,0,6,0.0,4,5,0.8,1,6,7,5,0,0,4,1,12,-26
22300963,2024-03-15,TOR vs. ORL,L,35.0,3,9,0.333,1,3,0.333,3,6,0.5,0,3,3,10,2,0,2,3,10,-12
22300946,2024-03-13,TOR @ DET,L,36.0,8,19,0.421,2,8,0.25,7,8,0.875,0,5,5,8,1,1,0,2,25,-9
22300923,2024-03-09,TOR @ POR,L,44.0,10,21,0.476,4,10,0.4,5,7,0.714,0,3,3,7,1,0,6,1,29,-13
22300905,2024-03-07,TOR @ PHX,L,40.0,9,17,0.529,2,7,0.286,1,2,0.5,0,9,9,18,1,0,2,0,21,2
22300890,2024-03-05,TOR vs. NOP,L,33.0,6,14,0.429,4,7,0.571,1,3,0.333,1,6,7,7,1,0,1,2,17,-21
22300875,2024-03-03,TOR vs. CHA,W,36.0,6,14,0.429,2,7,0.286,8,8,1.0,0,7,7,11,0,0,3,2,22,8
22300860,2024-03-01,TOR vs. GSW,L,36.0,4,15,0.267,3,11,0.273,1,2,0.5,0,5,5,11,1,1,3,0,12,-9
22300844,2024-02-28,TOR vs. DAL,L,38.0,10,18,0.556,5,11,0.455,3,4,0.75,0,5,5,9,2,0,1,3,28,-6
22300829,2024-02-26,TOR @ IND,W,35.0,8,16,0.5,3,7,0.429,0,0,0.0,0,6,6,2,2,1,4,3,19,15
22300804,2024-02-23,TOR @ ATL,W,37.0,9,20,0.45,6,11,0.545,0,0,0.0,0,7,7,5,0,0,3,4,24,-1
22300795,2024-02-22,TOR vs. BKN,W,33.0,8,16,0.5,5,8,0.625,3,3,1.0,0,6,6,3,3,0,0,1,24,32
22300782,2024-02-14,TOR vs. IND,L,35.0,5,11,0.455,1,5,0.2,3,3,1.0,1,5,6,7,0,0,1,2,14,3
22300764,2024-02-12,TOR vs. SAS,L,26.0,2,12,0.167,1,9,0.111,2,2,1.0,0,3,3,3,1,1,3,2,7,-24
22300756,2024-02-10,TOR vs. CLE,L,32.0,4,10,0.4,2,4,0.5,0,0,0.0,1,2,3,4,1,0,0,1,10,-12
22300744,2024-02-09,TOR vs. HOU,W,38.0,9,19,0.474,4,9,0.444,3,4,0.75,0,4,4,2,1,0,1,2,25,21
22300726,2024-02-07,TOR @ CHA,W,31.0,6,13,0.462,3,6,0.5,3,4,0.75,0,3,3,4,0,0,0,1,18,-4
22300718,2024-02-05,TOR @ NOP,L,24.0,3,10,0.3,1,3,0.333,1,1,1.0,1,0,1,6,0,0,2,1,8,-20
22300710,2024-02-04,TOR @ OKC,L,43.0,7,20,0.35,2,9,0.222,1,2,0.5,1,2,3,11,1,0,1,1,17,-1
22300692,2024-02-02,TOR @ HOU,L,30.0,7,16,0.438,6,11,0.545,5,7,0.714,0,1,1,6,0,0,0,2,25,-6
22300609,2024-01-22,TOR vs. MEM,L,37.0,3,13,0.231,2,6,0.333,0,0,0.0,0,5,5,10,2,0,4,1,8,-9
22300596,2024-01-20,TOR @ NYK,L,31.0,4,8,0.5,2,4,0.5,2,3,0.667,0,2,2,11,1,0,2,1,12,-26
22300580,2024-01-18,TOR vs. CHI,L,35.0,4,10,0.4,2,7,0.286,2,2,1.0,0,3,3,3,1,0,2,2,12,-17
22300574,2024-01-17,TOR vs. MIA,W,30.0,6,16,0.375,3,6,0.5,2,2,1.0,1,7,8,9,0,0,2,1,17,-2
22300563,2024-01-15,TOR vs. BOS,L,37.0,8,20,0.4,2,7,0.286,3,4,0.75,0,6,6,3,1,1,0,3,21,2
22300540,2024-01-12,TOR @ UTA,L,25.0,4,8,0.5,3,3,1.0,4,4,1.0,1,2,3,0,0,0,1,1,15,-28
22300526,2024-01-10,TOR @ LAC,L,36.0,7,16,0.438,2,4,0.5,9,9,1.0,0,4,4,6,1,0,1,1,25,-5
22300516,2024-01-09,TOR @ LAL,L,26.0,8,14,0.571,4,6,0.667,1,3,0.333,1,4,5,5,0,0,1,6,21,2
22300504,2024-01-07,TOR @ GSW,W,26.0,4,10,0.4,1,4,0.25,0,0,0.0,1,4,5,10,1,0,0,0,9,4
22300492,2024-01-05,TOR @ SAC,L,38.0,6,17,0.353,4,12,0.333,4,4,1.0,0,5,5,8,0,0,3,1,20,-3
22300470,2024-01-03,TOR @ MEM,W,33.0,8,18,0.444,5,8,0.625,5,6,0.833,0,3,3,5,0,1,1,3,26,9
22300452,2024-01-01,TOR vs. CLE,W,28.0,5,13,0.385,2,5,0.4,2,3,0.667,0,6,6,3,2,0,0,4,14,7
22300429,2023-12-29,NYK @ ORL,L,28.0,4,10,0.4,3,7,0.429,1,1,1.0,0,1,1,1,0,0,1,4,12,3
22300419,2023-12-27,NYK @ OKC,L,25.0,7,10,0.7,4,5,0.8,4,4,1.0,0,0,0,2,0,0,1,0,22,2
22300401,2023-12-25,NYK vs. MIL,W,22.0,7,10,0.7,2,4,0.5,4,4,1.0,0,0,0,1,1,0,1,1,20,14
22300388,2023-12-23,NYK vs. MIL,L,22.0,2,8,0.25,1,5,0.2,2,2,1.0,0,2,2,1,0,0,1,1,7,-11
22300368,2023-12-20,NYK @ BKN,W,24.0,7,12,0.583,4,6,0.667,1,4,0.25,0,0,0,2,1,1,1,0,19,6
22300359,2023-12-18,NYK @ LAL,W,29.0,8,15,0.533,3,7,0.429,1,1,1.0,0,3,3,2,1,0,1,2,20,7
22300343,2023-12-16,NYK @ LAC,L,19.0,3,8,0.375,0,3,0.0,3,4,0.75,0,4,4,3,0,0,0,0,9,3
22300333,2023-12-15,NYK @ PHX,W,24.0,3,8,0.375,1,3,0.333,3,4,0.75,0,5,5,3,2,0,1,2,10,28
22300318,2023-12-13,NYK @ UTA,L,18.0,6,8,0.75,3,4,0.75,0,0,0.0,1,1,2,1,2,0,1,1,15,-13
22301227,2023-12-08,NYK @ BOS,L,25.0,4,10,0.4,3,8,0.375,6,6,1.0,0,0,0,1,0,0,0,2,17,15
22301201,2023-12-05,NYK @ MIL,L,19.0,1,7,0.143,1,4,0.25,4,4,1.0,0,1,1,3,0,0,1,0,7,-10
22300276,2023-12-01,NYK @ TOR,W,19.0,3,6,0.5,1,3,0.333,3,4,0.75,0,1,1,1,1,0,1,0,10,16
22300268,2023-11-30,NYK vs. DET,W,19.0,2,10,0.2,1,5,0.2,0,0,0.0,0,1,1,2,0,0,1,0,5,3
22300057,2023-11-28,NYK vs. CHA,W,26.0,9,20,0.45,4,10,0.4,1,1,1.0,0,3,3,1,0,0,1,1,23,21
22300247,2023-11-26,NYK vs. PHX,L,29.0,4,10,0.4,3,5,0.6,7,8,0.875,0,2,2,1,1,1,0,1,18,5
22300045,2023-11-24,NYK vs. MIA,W,26.0,8,17,0.471,4,8,0.5,0,0,0.0,0,4,4,2,0,1,2,1,20,22
22300221,2023-11-20,NYK @ MIN,L,17.0,4,14,0.286,1,7,0.143,6,6,1.0,0,1,1,0,0,0,0,3,15,-6
22300202,2023-11-18,NYK @ CHA,W,23.0,4,11,0.364,0,5,0.0,1,1,1.0,0,4,4,1,0,0,1,3,9,-1
22300028,2023-11-17,NYK @ WAS,W,33.0,10,18,0.556,3,7,0.429,4,5,0.8,0,6,6,4,1,0,1,5,27,11
22300193,2023-11-15,NYK @ ATL,W,28.0,6,11,0.545,3,5,0.6,5,6,0.833,0,0,0,4,1,0,2,3,20,-12
22300188,2023-11-13,NYK @ BOS,L,26.0,1,10,0.1,1,2,0.5,4,4,1.0,0,6,6,1,1,0,0,3,7,-12
22300177,2023-11-12,NYK vs. CHA,W,26.0,5,9,0.556,4,6,0.667,3,3,1.0,0,5,5,9,0,0,1,1,17,22
22300161,2023-11-08,NYK vs. SAS,W,28.0,8,17,0.471,3,9,0.333,0,0,0.0,0,0,0,5,1,0,0,1,19,-3
22300151,2023-11-06,NYK vs. LAC,W,20.0,3,5,0.6,1,3,0.333,0,0,0.0,0,1,1,5,0,0,0,0,7,22
22300002,2023-11-03,NYK @ MIL,L,22.0,5,10,0.5,1,3,0.333,3,3,1.0,0,3,3,1,0,0,1,1,14,-1
22300120,2023-11-01,NYK vs. CLE,L,28.0,7,16,0.438,0,3,0.0,4,6,0.667,2,4,6,4,1,0,0,0,18,-1
22300112,2023-10-31,NYK @ CLE,W,24.0,6,11,0.545,3,6,0.5,3,3,1.0,0,3,3,2,0,0,3,0,18,9
22300090,2023-10-28,NYK @ NOP,L,19.0,4,9,0.444,0,3,0.0,2,2,1.0,0,1,1,1,0,0,2,3,10,-11
22300079,2023-10-27,NYK @ ATL,W,24.0,4,14,0.286,1,9,0.111,2,2,1.0,0,6,6,6,1,0,4,2,11,-3
22300065,2023-10-25,NYK vs. BOS,L,28.0,7,11,0.636,5,7,0.714,5,6,0.833,2,4,6,4,1,0,2,3,24,-3
