game_id,game_date,matchup,win_loss,minutes,field_goals_made,field_goals_attempted,field_goal_pct,three_pointers_made,three_pointers_attempted,three_point_pct,free_throws_made,free_throws_attempted,free_throw_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,points,plus_minus
22301155,2024-04-09,GSW @ LAL,W,14.0,3,6,0.5,2,3,0.667,1,2,0.5,0,1,1,1,0,1,1,2,9,1
22301142,2024-04-07,GSW vs. UTA,W,16.0,2,2,1.0,0,0,0.0,0,0,0.0,0,3,3,2,0,0,0,3,4,16
22301097,2024-04-05,GSW @ DAL,L,24.0,6,7,0.857,1,2,0.5,1,1,1.0,0,2,2,1,1,2,1,4,14,14
22301113,2024-04-04,GSW @ HOU,W,14.0,3,3,1.0,1,1,1.0,1,2,0.5,2,0,2,0,1,0,2,1,8,3
22300589,2024-04-02,GSW vs. DAL,W,16.0,4,8,0.5,0,3,0.0,0,0,0.0,1,1,2,0,1,0,0,4,8,-1
22301085,2024-03-31,GSW @ SAS,W,20.0,2,3,0.667,0,1,0.0,0,0,0.0,0,3,3,1,1,1,0,2,4,-3
22301062,2024-03-29,GSW @ CHA,W,13.0,3,5,0.6,0,1,0.0,0,0,0.0,0,1,1,1,0,1,0,3,6,8
22301049,2024-03-27,GSW @ ORL,W,19.0,5,5,1.0,0,0,0.0,0,0,0.0,0,1,1,1,3,1,1,1,10,4
22301044,2024-03-26,GSW @ MIA,W,14.0,1,3,0.333,0,0,0.0,0,0,0.0,0,0,0,0,1,1,0,1,2,-3
22301031,2024-03-24,GSW @ MIN,L,24.0,1,3,0.333,0,0,0.0,0,0,0.0,3,5,8,7,1,0,1,1,2,8
22301016,2024-03-22,GSW vs. IND,L,8.0,0,1,0.0,0,0,0.0,1,2,0.5,1,0,1,0,0,0,1,0,1,-10
22301001,2024-03-20,GSW vs. MEM,W,11.0,2,2,1.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,1,3,4,-3
22300988,2024-03-18,GSW vs. NYK,L,17.0,2,2,1.0,1,1,1.0,1,2,0.5,0,0,0,1,0,0,2,2,6,5
22300973,2024-03-16,GSW @ LAL,W,7.0,1,3,0.333,1,1,1.0,0,0,0.0,1,0,1,1,0,1,0,2,3,-4
22300952,2024-03-13,GSW @ DAL,L,16.0,0,3,0.0,0,2,0.0,0,0,0.0,3,1,4,2,1,0,0,2,0,-4
22300936,2024-03-11,GSW @ SAS,W,15.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0,1,0,1
22300907,2024-03-07,GSW vs. CHI,L,11.0,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,1,0,0,1,1,0,2
22300899,2024-03-06,GSW vs. MIL,W,16.0,4,4,1.0,1,1,1.0,0,0,0.0,0,3,3,0,1,1,0,2,9,19
22300872,2024-03-03,GSW @ BOS,L,22.0,3,5,0.6,0,0,0.0,0,1,0.0,2,2,4,1,1,0,3,1,6,-23
22300860,2024-03-01,GSW @ TOR,W,14.0,2,4,0.5,0,1,0.0,0,0,0.0,3,1,4,1,1,0,0,0,4,0
22300852,2024-02-29,GSW @ NYK,W,9.0,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,1,0,2,0,-12
22300834,2024-02-27,GSW @ WAS,W,18.0,6,10,0.6,1,1,1.0,0,0,0.0,4,0,4,2,3,1,1,1,13,7
22300824,2024-02-25,GSW vs. DEN,L,14.0,0,1,0.0,0,0,0.0,0,0,0.0,3,2,5,1,2,0,0,1,0,7
22300811,2024-02-23,GSW vs. CHA,W,11.0,5,8,0.625,1,2,0.5,1,2,0.5,0,0,0,0,1,0,0,1,12,6
22300576,2024-02-15,GSW @ UTA,W,15.0,2,3,0.667,0,0,0.0,0,0,0.0,2,1,3,0,2,1,1,2,4,7
22300789,2024-02-14,GSW vs. LAC,L,14.0,1,2,0.5,0,1,0.0,0,0,0.0,0,2,2,3,0,0,0,2,2,3
22300769,2024-02-12,GSW @ UTA,W,15.0,4,4,1.0,1,1,1.0,2,2,1.0,1,1,2,2,0,0,1,1,11,9
22300757,2024-02-10,GSW vs. PHX,W,14.0,5,5,1.0,1,1,1.0,0,0,0.0,2,2,4,2,1,1,0,2,11,-2
22300463,2024-01-02,GSW vs. ORL,W,11.0,1,5,0.2,0,3,0.0,0,0,0.0,1,3,4,0,0,0,1,0,2,10
