game_id,game_date,matchup,win_loss,minutes,field_goals_made,field_goals_attempted,field_goal_pct,three_pointers_made,three_pointers_attempted,three_point_pct,free_throws_made,free_throws_attempted,free_throw_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,points,plus_minus
22301188,2024-04-14,IND vs. ATL,W,25.0,5,10,0.5,0,4,0.0,2,3,0.667,0,2,2,13,3,1,2,3,12,27
22301174,2024-04-12,IND @ CLE,L,35.0,7,13,0.538,4,10,0.4,1,1,1.0,0,6,6,12,1,0,5,1,19,-11
22301146,2024-04-09,IND @ TOR,W,31.0,10,16,0.625,3,8,0.375,7,10,0.7,0,5,5,5,2,1,2,1,30,15
22301133,2024-04-07,IND vs. MIA,W,33.0,3,10,0.3,2,7,0.286,4,4,1.0,0,4,4,8,0,2,3,2,12,3
22301116,2024-04-05,IND vs. OKC,W,36.0,3,8,0.375,2,6,0.333,0,0,0.0,0,2,2,11,1,0,2,1,8,0
22301106,2024-04-03,IND @ BKN,L,37.0,9,22,0.409,5,14,0.357,1,1,1.0,1,2,3,8,2,2,0,0,24,3
22301089,2024-04-01,IND vs. BKN,W,27.0,9,15,0.6,4,7,0.571,5,5,1.0,0,4,4,13,1,1,0,1,27,26
22301063,2024-03-29,IND vs. LAL,W,33.0,7,15,0.467,3,8,0.375,4,4,1.0,0,8,8,8,2,0,2,2,21,27
22301054,2024-03-27,IND @ CHI,L,31.0,4,15,0.267,3,11,0.273,2,3,0.667,2,2,4,5,0,0,2,2,13,-7
22301043,2024-03-25,IND @ LAC,W,31.0,7,12,0.583,6,9,0.667,1,1,1.0,0,1,1,9,2,0,3,2,21,3
22301032,2024-03-24,IND @ LAL,L,33.0,5,13,0.385,2,6,0.333,0,0,0.0,1,5,6,10,2,0,1,1,12,-12
22301016,2024-03-22,IND @ GSW,W,38.0,9,18,0.5,4,8,0.5,4,5,0.8,0,2,2,11,4,3,1,0,26,25
22300997,2024-03-20,IND @ DET,W,26.0,9,13,0.692,1,3,0.333,1,2,0.5,0,3,3,9,4,0,2,1,20,18
22300983,2024-03-18,IND vs. CLE,L,32.0,4,14,0.286,1,9,0.111,5,5,1.0,1,5,6,12,1,1,3,5,14,-7
22300968,2024-03-16,IND vs. BKN,W,31.0,6,18,0.333,1,9,0.111,1,1,1.0,0,7,7,4,2,1,2,0,14,19
22300948,2024-03-13,IND vs. CHI,L,38.0,6,13,0.462,1,6,0.167,4,4,1.0,0,3,3,14,0,1,2,3,17,-22
22300941,2024-03-12,IND @ OKC,W,36.0,8,15,0.533,2,6,0.333,0,0,0.0,0,4,4,12,2,2,4,0,18,7
22300928,2024-03-10,IND @ ORL,W,36.0,6,15,0.4,1,6,0.167,7,7,1.0,0,7,7,8,0,0,4,2,20,15
22300903,2024-03-07,IND vs. MIN,L,37.0,9,15,0.6,2,7,0.286,3,4,0.75,0,3,3,13,1,0,5,1,23,-1
22300892,2024-03-05,IND @ DAL,W,32.0,8,15,0.533,3,10,0.3,0,0,0.0,1,5,6,11,0,1,2,2,19,18
22300877,2024-03-03,IND @ SAS,L,36.0,4,16,0.25,0,6,0.0,4,4,1.0,3,3,6,8,0,1,1,0,12,-14
22300863,2024-03-01,IND @ NOP,L,23.0,0,7,0.0,0,6,0.0,0,0,0.0,0,3,3,3,0,0,1,0,0,-40
22300843,2024-02-28,IND vs. NOP,W,34.0,7,15,0.467,3,8,0.375,0,0,0.0,0,3,3,13,1,1,1,0,17,11
22300829,2024-02-26,IND vs. TOR,L,32.0,2,11,0.182,1,6,0.167,4,6,0.667,0,0,0,7,2,0,1,0,9,-16
22300819,2024-02-25,IND vs. DAL,W,31.0,8,15,0.533,1,5,0.2,0,0,0.0,0,3,3,10,4,0,1,0,17,13
22300793,2024-02-22,IND vs. DET,W,34.0,10,18,0.556,4,10,0.4,1,1,1.0,0,2,2,13,2,0,5,0,25,12
22300782,2024-02-14,IND @ TOR,W,34.0,6,13,0.462,5,9,0.556,4,5,0.8,0,4,4,12,2,0,1,3,21,2
22300761,2024-02-12,IND @ CHA,L,34.0,5,15,0.333,3,8,0.375,0,0,0.0,1,5,6,12,0,0,3,1,13,10
22300755,2024-02-10,IND @ NYK,W,30.0,7,14,0.5,4,9,0.444,4,5,0.8,0,3,3,12,0,1,1,0,22,11
22300733,2024-02-08,IND vs. GSW,L,26.0,2,7,0.286,1,4,0.25,0,0,0.0,0,1,1,11,1,1,3,1,5,-9
22300719,2024-02-06,IND vs. HOU,W,29.0,8,15,0.533,2,6,0.333,0,1,0.0,0,2,2,7,1,2,2,1,18,-1
22300707,2024-02-04,IND @ CHA,W,20.0,6,8,0.75,3,5,0.6,2,3,0.667,0,1,1,4,1,2,1,0,17,13
22300691,2024-02-02,IND vs. SAC,L,22.0,6,10,0.6,1,3,0.333,1,1,1.0,1,2,3,1,1,0,5,1,14,-15
22300685,2024-02-01,IND @ NYK,L,22.0,6,10,0.6,2,6,0.333,1,1,1.0,0,4,4,5,0,2,1,1,15,5
22300670,2024-01-30,IND @ BOS,L,22.0,5,16,0.313,1,5,0.2,2,2,1.0,3,0,3,10,1,0,1,1,13,-4
22300590,2024-01-19,IND @ POR,L,35.0,6,14,0.429,2,7,0.286,7,9,0.778,0,2,2,17,0,0,0,1,21,16
22300507,2024-01-08,IND vs. BOS,W,13.0,3,5,0.6,1,3,0.333,0,0,0.0,0,2,2,6,0,0,2,1,7,-4
22300493,2024-01-06,IND vs. BOS,L,35.0,5,17,0.294,2,9,0.222,5,5,1.0,1,5,6,7,5,0,4,1,17,-14
22300480,2024-01-05,IND vs. ATL,W,25.0,4,6,0.667,2,4,0.5,0,0,0.0,1,7,8,18,2,1,2,1,10,24
22300466,2024-01-03,IND vs. MIL,W,34.0,10,20,0.5,5,11,0.455,6,6,1.0,0,2,2,12,1,3,0,1,31,21
22300454,2024-01-01,IND @ MIL,W,37.0,11,22,0.5,1,7,0.143,3,3,1.0,1,8,9,11,1,1,2,0,26,-5
22300441,2023-12-30,IND vs. NYK,W,36.0,8,17,0.471,2,10,0.2,4,4,1.0,1,4,5,23,2,1,2,0,22,19
22300422,2023-12-28,IND @ CHI,W,37.0,7,17,0.412,6,13,0.462,1,2,0.5,0,3,3,20,2,1,0,2,21,32
22300409,2023-12-26,IND @ HOU,W,38.0,13,21,0.619,7,13,0.538,0,1,0.0,1,5,6,10,1,0,3,0,33,15
22300391,2023-12-23,IND vs. ORL,L,40.0,12,22,0.545,3,5,0.6,2,3,0.667,0,2,2,15,3,0,3,2,29,8
22300377,2023-12-21,IND @ MEM,L,38.0,7,19,0.368,2,12,0.167,1,2,0.5,0,4,4,14,0,0,4,2,17,1
22300365,2023-12-20,IND vs. CHA,W,28.0,6,14,0.429,3,9,0.333,4,4,1.0,1,2,3,13,1,1,4,0,19,32
22300350,2023-12-18,IND vs. LAC,L,31.0,3,12,0.25,1,5,0.2,1,2,0.5,0,2,2,11,0,0,4,1,8,-37
22300328,2023-12-15,IND @ WAS,L,28.0,7,17,0.412,2,6,0.333,3,3,1.0,1,1,2,11,0,0,4,2,19,-18
22300315,2023-12-13,IND @ MIL,L,31.0,8,16,0.5,1,4,0.25,5,7,0.714,1,4,5,7,0,0,3,0,22,-14
22300293,2023-12-11,IND @ DET,W,33.0,5,12,0.417,3,6,0.5,1,1,1.0,0,5,5,16,1,2,7,2,14,8
22301229,2023-12-07,IND @ MIL,W,37.0,11,19,0.579,3,9,0.333,2,2,1.0,3,4,7,15,0,1,0,1,27,0
