game_id,game_date,matchup,win_loss,minutes,field_goals_made,field_goals_attempted,field_goal_pct,three_pointers_made,three_pointers_attempted,three_point_pct,free_throws_made,free_throws_attempted,free_throw_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,points,plus_minus
22300865,2024-03-01,LAC vs. WAS,W,7.0,1,1,1.0,0,0,0.0,0,2,0.0,1,3,4,0,1,1,0,0,2,1
22300458,2024-01-01,LAC vs. MIA,W,3.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-3
22300273,2023-11-30,LAC @ GSW,L,1.0,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0,0,0,0,0,0,2,2
22300244,2023-11-25,LAC vs. DAL,W,5.0,0,2,0.0,0,0,0.0,1,2,0.5,2,0,2,0,1,0,0,0,1,-1
22300223,2023-11-20,LAC @ SAS,W,4.0,1,2,0.5,0,0,0.0,1,2,0.5,2,0,2,0,1,0,0,0,3,3
22300179,2023-11-12,LAC vs. MEM,L,11.0,1,2,0.5,0,0,0.0,0,0,0.0,1,2,3,0,0,0,0,1,2,-6
22300014,2023-11-10,LAC @ DAL,L,16.0,4,6,0.667,0,0,0.0,3,4,0.75,6,3,9,0,0,0,0,3,11,2
22300151,2023-11-06,LAC @ NYK,L,6.0,1,1,1.0,0,0,0.0,2,2,1.0,0,0,0,0,0,0,0,0,4,-2
22300114,2023-10-31,LAC vs. ORL,W,3.0,1,2,0.5,0,0,0.0,0,0,0.0,1,0,1,2,0,0,1,0,2,2
22300099,2023-10-29,LAC vs. SAS,W,5.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,2,0,0,1,0,0,10
22300074,2023-10-25,LAC vs. POR,W,4.0,1,3,0.333,0,0,0.0,0,0,0.0,1,0,1,0,2,0,0,0,2,-10
