game_id,game_date,matchup,win_loss,minutes,field_goals_made,field_goals_attempted,field_goal_pct,three_pointers_made,three_pointers_attempted,three_point_pct,free_throws_made,free_throws_attempted,free_throw_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,points,plus_minus
22301191,2024-04-14,ORL vs. MIL,W,26.0,4,11,0.364,2,7,0.286,0,0,0.0,2,6,8,2,1,3,0,2,10,9
22301171,2024-04-12,ORL @ PHI,L,27.0,2,7,0.286,0,3,0.0,1,1,1.0,2,7,9,1,1,1,1,3,5,2
22301162,2024-04-10,ORL @ MIL,L,13.0,0,2,0.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,0,0,-12
22301150,2024-04-09,ORL @ HOU,L,22.0,4,6,0.667,1,2,0.5,1,2,0.5,2,6,8,1,2,1,1,1,10,-5
22301136,2024-04-07,ORL vs. CHI,W,5.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,1,0,-5
22301109,2024-04-03,ORL @ NOP,W,22.0,3,5,0.6,1,3,0.333,1,2,0.5,1,4,5,2,1,1,0,1,8,14
22301090,2024-04-01,ORL vs. POR,W,17.0,2,4,0.5,0,1,0.0,2,2,1.0,1,3,4,0,0,2,1,1,6,-12
22301064,2024-03-29,ORL vs. LAC,L,16.0,1,3,0.333,1,2,0.5,0,0,0.0,1,4,5,1,1,2,0,1,3,-8
22301049,2024-03-27,ORL vs. GSW,L,24.0,3,5,0.6,2,3,0.667,1,2,0.5,1,4,5,1,1,2,0,2,9,8
22301020,2024-03-23,ORL vs. SAC,L,23.0,10,13,0.769,3,4,0.75,2,3,0.667,2,5,7,0,1,2,0,3,25,26
22301004,2024-03-21,ORL vs. NOP,W,16.0,4,6,0.667,1,3,0.333,0,0,0.0,3,2,5,2,2,1,1,1,9,14
22300991,2024-03-19,ORL vs. CHA,W,8.0,2,2,1.0,1,1,1.0,3,3,1.0,0,2,2,1,1,0,0,0,8,13
22300963,2024-03-15,ORL @ TOR,W,20.0,4,7,0.571,2,4,0.5,0,0,0.0,0,6,6,0,0,2,0,1,10,2
22300947,2024-03-13,ORL vs. BKN,W,20.0,4,6,0.667,3,5,0.6,0,0,0.0,0,3,3,0,0,2,0,1,11,9
22300928,2024-03-10,ORL vs. IND,L,19.0,3,7,0.429,3,4,0.75,0,0,0.0,3,4,7,0,0,2,1,2,9,6
22300912,2024-03-08,ORL @ NYK,L,16.0,4,6,0.667,1,2,0.5,2,2,1.0,2,4,6,0,1,2,0,0,11,2
22300885,2024-03-05,ORL @ CHA,W,18.0,4,4,1.0,1,1,1.0,2,3,0.667,1,5,6,0,1,1,0,0,11,2
22300874,2024-03-03,ORL vs. DET,W,13.0,1,2,0.5,0,0,0.0,0,0,0.0,0,2,2,1,0,0,1,0,2,-9
22300821,2024-02-25,ORL @ ATL,L,2.0,0,0,0.0,0,0,0.0,0,2,0.0,0,1,1,0,0,0,0,0,0,1
22300814,2024-02-24,ORL @ DET,W,20.0,5,7,0.714,2,2,1.0,0,0,0.0,1,5,6,0,2,1,0,0,12,-3
22300792,2024-02-22,ORL @ CLE,W,19.0,3,8,0.375,0,1,0.0,1,2,0.5,5,2,7,1,0,2,1,0,7,17
22300778,2024-02-14,ORL vs. NYK,W,15.0,4,5,0.8,0,0,0.0,0,0,0.0,3,2,5,2,0,1,2,1,8,16
22300772,2024-02-13,ORL vs. OKC,L,15.0,1,6,0.167,0,3,0.0,1,2,0.5,0,1,1,1,2,0,1,1,3,-24
22300752,2024-02-10,ORL vs. CHI,W,25.0,3,8,0.375,1,2,0.5,0,0,0.0,6,6,12,0,1,3,0,4,7,10
22300734,2024-02-08,ORL vs. SAS,W,19.0,4,4,1.0,0,0,0.0,1,2,0.5,0,6,6,1,0,1,1,1,9,2
22300721,2024-02-06,ORL @ MIA,L,10.0,1,2,0.5,1,2,0.5,0,0,0.0,0,3,3,1,0,1,2,0,3,-18
22300704,2024-02-04,ORL @ DET,W,21.0,1,2,0.5,0,0,0.0,3,4,0.75,1,5,6,0,1,1,0,1,5,9
22300694,2024-02-02,ORL @ MIN,W,20.0,1,4,0.25,0,0,0.0,1,2,0.5,2,6,8,0,2,1,0,1,3,5
22300681,2024-01-31,ORL @ SAS,W,18.0,4,7,0.571,0,0,0.0,0,0,0.0,2,2,4,0,0,4,1,1,8,1
22300666,2024-01-29,ORL @ DAL,L,8.0,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,15
22300655,2024-01-28,ORL vs. PHX,W,23.0,3,7,0.429,1,2,0.5,2,4,0.5,1,2,3,1,1,2,1,2,9,17
22300638,2024-01-26,ORL @ MEM,L,22.0,4,5,0.8,0,1,0.0,2,2,1.0,2,3,5,0,0,0,0,0,10,7
22300601,2024-01-21,ORL vs. MIA,W,14.0,2,3,0.667,0,1,0.0,2,2,1.0,0,1,1,0,0,1,0,0,6,5
22300585,2024-01-19,ORL vs. PHI,L,13.0,3,7,0.429,1,3,0.333,0,0,0.0,1,2,3,1,0,1,0,0,7,-3
22300570,2024-01-17,ORL @ ATL,L,10.0,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,2,2,0,0,0,2,8
22300557,2024-01-15,ORL @ NYK,W,16.0,2,4,0.5,1,2,0.5,0,0,0.0,1,6,7,0,0,1,0,1,5,15
22300546,2024-01-13,ORL @ OKC,L,15.0,0,1,0.0,0,0,0.0,6,8,0.75,2,3,5,1,0,0,0,3,6,-7
22300391,2023-12-23,ORL @ IND,W,12.0,2,3,0.667,0,1,0.0,0,0,0.0,0,1,1,1,0,3,0,0,4,9
22300378,2023-12-21,ORL @ MIL,L,14.0,2,7,0.286,0,0,0.0,0,1,0.0,3,1,4,0,1,3,1,2,4,6
22300366,2023-12-20,ORL vs. MIA,L,12.0,4,7,0.571,1,2,0.5,0,0,0.0,1,3,4,1,1,0,1,3,9,-10
22300344,2023-12-17,ORL @ BOS,L,17.0,2,5,0.4,2,4,0.5,2,2,1.0,0,2,2,0,1,1,0,0,8,-17
22300329,2023-12-15,ORL @ BOS,L,16.0,3,5,0.6,1,2,0.5,0,0,0.0,1,3,4,0,0,0,0,1,7,-13
22300294,2023-12-11,ORL vs. CLE,W,13.0,3,6,0.5,1,3,0.333,0,0,0.0,1,3,4,0,2,0,0,0,7,8
22300274,2023-12-01,ORL vs. WAS,W,7.0,1,2,0.5,0,1,0.0,1,1,1.0,1,4,5,0,0,1,0,1,3,10
22300043,2023-11-24,ORL vs. BOS,W,16.0,1,2,0.5,0,1,0.0,3,4,0.75,3,4,7,0,0,0,0,3,5,17
22300226,2023-11-22,ORL vs. DEN,W,14.0,4,6,0.667,0,2,0.0,1,1,1.0,2,4,6,1,1,1,1,1,9,6
22300038,2023-11-21,ORL vs. TOR,W,12.0,4,6,0.667,0,2,0.0,1,2,0.5,1,2,3,0,1,2,2,0,9,9
22300209,2023-11-19,ORL @ IND,W,14.0,2,5,0.4,0,0,0.0,1,2,0.5,1,2,3,0,1,1,0,1,5,-1
22300033,2023-11-17,ORL @ CHI,W,20.0,6,8,0.75,2,4,0.5,4,4,1.0,3,6,9,1,1,1,1,2,18,10
