game_id,game_date,matchup,win_loss,minutes,field_goals_made,field_goals_attempted,field_goal_pct,three_pointers_made,three_pointers_attempted,three_point_pct,free_throws_made,free_throws_attempted,free_throw_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,points,plus_minus
22300997,2024-03-20,DET vs. IND,L,22.0,3,6,0.5,0,3,0.0,2,3,0.667,0,1,1,0,0,0,1,3,8,-27
22300984,2024-03-18,DET @ BOS,L,34.0,3,7,0.429,1,4,0.25,3,3,1.0,1,5,6,1,0,0,1,3,10,-20
22300977,2024-03-17,DET vs. MIA,L,19.0,3,5,0.6,3,5,0.6,0,0,0.0,1,1,2,1,0,1,0,0,9,22
22300962,2024-03-15,DET vs. MIA,L,11.0,0,4,0.0,0,4,0.0,0,0,0.0,0,0,0,0,1,0,1,1,0,3
22300946,2024-03-13,DET vs. TOR,W,15.0,1,4,0.25,1,2,0.5,2,2,1.0,0,7,7,0,3,0,0,1,5,5
22300933,2024-03-11,DET vs. CHA,W,4.0,1,1,1.0,1,1,1.0,0,0,0.0,0,2,2,0,0,0,0,1,3,-1
22300919,2024-03-09,DET vs. DAL,L,14.0,1,5,0.2,1,3,0.333,0,0,0.0,2,0,2,0,0,1,0,3,3,-20
22300749,2024-02-10,DET @ LAC,L,6.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,0,0,8
22300741,2024-02-08,DET @ POR,W,29.0,5,8,0.625,3,4,0.75,1,1,1.0,0,2,2,0,0,0,1,4,14,-3
22300268,2023-11-30,DET @ NYK,L,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3
22300258,2023-11-29,DET vs. LAL,L,20.0,2,9,0.222,2,5,0.4,2,2,1.0,0,5,5,2,1,0,3,5,8,3
22300253,2023-11-27,DET vs. WAS,L,2.0,0,1,0.0,0,1,0.0,0,0,0.0,1,0,1,0,0,0,1,2,0,-1
22300047,2023-11-24,DET @ IND,L,8.0,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,0,1,2,1,3,0,-14
22300218,2023-11-20,DET vs. DEN,L,18.0,4,8,0.5,3,5,0.6,0,0,0.0,0,1,1,2,0,0,1,1,11,-2
22300211,2023-11-19,DET @ TOR,L,25.0,5,6,0.833,2,3,0.667,7,8,0.875,0,4,4,3,0,1,1,2,19,-12
22300030,2023-11-17,DET @ CLE,L,17.0,2,3,0.667,2,3,0.667,4,4,1.0,1,5,6,0,1,1,0,1,10,0
22300008,2023-11-10,DET vs. PHI,L,17.0,1,2,0.5,1,2,0.5,7,8,0.875,0,4,4,1,0,0,0,2,10,-2
22300165,2023-11-08,DET @ MIL,L,9.0,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,1,2,1,2,-2
22300145,2023-11-06,DET vs. GSW,L,16.0,5,8,0.625,4,5,0.8,1,1,1.0,0,3,3,0,0,0,1,3,15,-10
22300140,2023-11-05,DET vs. PHX,L,4.0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0
22300129,2023-11-02,DET @ NOP,L,1.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
22300115,2023-11-01,DET vs. POR,L,12.0,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,3,0,-8
22300109,2023-10-30,DET @ OKC,L,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,8
22300088,2023-10-28,DET vs. CHI,W,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3
