game_id,team_id,team,player_id,player,start_position,status,minutes,offensive_rating,defensive_rating,net_rating,assist_pct,assist_to_turnover,assist_ratio,offensive_rebound_pct,defensive_rebound_pct,rebound_pct,turnover_pct,effective_fg_pct,true_shooting_pct,usage_pct,usage_pct_excluding_tm_plays,pace,pace_per_40,possessions,player_impact_estimate
22400338,1610612750,MIN,1630183,Jaden McDaniels,F,,29.533333333333335,102.7,100.3,2.4,0.00105,0.0,15.4,0.0007099999999999999,0.00037,0.00055,0.0,0.00455,0.00455,0.00151,0.00159,101.68,82.62,61,0.043
22400338,1610612750,MIN,203944,Julius Randle,F,,24.133333333333333,107.9,100.9,7.0,0.0028599999999999997,1.33,20.0,0.0008699999999999999,0.0025900000000000003,0.0018,0.15,0.00545,0.00627,0.0028100000000000004,0.00291,101.91,82.04,49,0.182
22400338,1610612750,MIN,203497,Rudy Gobert,C,,35.2,106.8,89.8,17.0,0.00042,0.33,6.3,0.0005899999999999999,0.0025700000000000002,0.00159,0.188,0.006,0.00697,0.0017599999999999998,0.00179,101.59,82.39,73,0.134
22400338,1610612750,MIN,1630162,Anthony Edwards,G,,34.95,111.1,80.4,30.7,0.004739999999999999,2.25,28.1,0.0,0.00095,0.0005600000000000001,0.125,0.00722,0.00759,0.0028399999999999996,0.0028799999999999997,101.11,82.4,72,0.237
22400338,1610612750,MIN,201144,Mike Conley,G,,26.883333333333333,106.2,96.2,10.0,0.0023499999999999997,1.33,21.1,0.0,0.0016,0.00078,0.158,0.00542,0.00542,0.00227,0.0023,102.08,81.82,55,0.12
22400338,1610612750,MIN,1629638,Nickeil Alexander-Walker,,,18.4,100.3,61.5,38.8,0.00133,2.0,25.0,0.00053,0.00035999999999999997,0.00043,0.125,0.005,0.0046,0.00136,0.0013700000000000001,106.33,84.78,39,0.023
22400338,1610612750,MIN,1629675,Naz Reid,,,32.266666666666666,97.8,74.1,23.7,0.0016,0.0,28.6,0.0003,0.00214,0.00133,0.0,0.0045000000000000005,0.0045000000000000005,0.00123,0.00126,106.96,85.54,69,0.172
22400338,1610612750,MIN,1628978,Donte DiVincenzo,,,24.85,95.1,83.1,12.1,0.003,6.0,42.9,0.0,0.00125,0.00067,0.071,0.00357,0.00357,0.00125,0.0013,107.15,85.33,54,0.101
22400338,1610612750,MIN,1631169,Josh Minott,,,4.983333333333333,80.4,141.3,-61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.00133,0.00149,114.43,96.32,13,-0.038
22400338,1610612750,MIN,1628408,PJ Dozier,,,2.2,40.0,120.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.09,100.0,6,0.0
