player,team,game_id,prop_type,line,over_odds,under_odds,sportsbook,player_id,player_position,player_jersey,opponent,game_date,game_time,event_status,home_team,away_team,market_id,market_name,participant_id,consensus_line,consensus_over_odds,consensus_under_odds,opening_line,opening_odds,opening_book,opening_time,expert_over_picks,expert_under_picks,system_over_picks,system_under_picks,last_5_over,last_5_under,season_over,season_under,h2h_over,h2h_under,projected_value,projected_probability,projected_ev,bet_rating,line_diff,opp_rank,opp_value,timestamp,url
Julius Randle,MIN,25387,to,25.5,-122,-104,fd,,F,30,,,,scheduled,,,336,,2852,25.5,-122,-105,25.5,-115,10,2024-12-06 06:12:22,0,0,42,42,2,3,14,7,0,0,31.0,0.72512439114958,0.31948864619021944,5,5.5,12,155.5,,
Jalen Johnson,ATL,25382,pa,34.5,-122,-104,fd,,F,1,,,,scheduled,,,338,,5353,34.5,-110,-109,33.5,-137,36,2024-12-06 02:52:38,0,0,50,50,3,2,12,10,1,1,30.2,0.65929861402692,0.29323958905280467,5,-4.3,24,188.7,,
Jrue Holiday,BOS,25383,blk,14.5,-115,-111,fd,,G,4,,,,scheduled,,,335,,2365,14.5,-115,-111,16.5,-137,36,2024-12-06 02:52:37,0,0,53,53,2,3,12,7,3,2,18.5,0.74193761302189,0.3871007547800551,5,4.0,16,138.0,,
Jrue Holiday,BOS,25383,to,14.5,-120,-106,fd,,G,4,,,,scheduled,,,336,,2365,15.5,-110,-120,16.5,-137,36,2024-12-06 02:52:37,0,0,56,56,2,3,11,8,3,2,18.4,0.67715901379939,0.2414581919655484,5,3.9,20,158.0,,
Jalen Johnson,ATL,25382,blk,25.5,-108,-118,fd,,F,1,,,,scheduled,,,335,,5353,25.5,-108,-117,24.5,-137,36,2024-12-06 02:52:38,0,0,27,27,4,1,11,11,1,1,21.7,0.66007483236231,0.21946028351681002,5,-3.8,24,144.7,,
Jalen Johnson,ATL,25382,to,29.5,-115,-111,fd,,F,1,,,,scheduled,,,336,,5353,29.5,-117,-111,28.5,-137,36,2024-12-06 02:52:38,0,0,27,27,2,3,11,11,2,0,25.7,0.65064367631308,0.23680915046900786,5,-3.8,22,159.7,,
Jonathan Kuminga,GSW,25387,to,20.5,-104,-122,fd,,F,0,,,,scheduled,,,336,,5267,20.5,-104,-122,18.5,-122,10,2024-12-06 06:12:23,0,0,42,42,3,2,7,9,0,2,16.8,0.76005074601123,0.3830431607745334,5,-3.7,3,149.8,,
Rui Hachimura,LAL,25382,to,17.5,-111,-115,fd,,F,28,,,,scheduled,,,336,,4491,17.5,-115,-109,17.5,-106,10,2024-12-06 15:30:48,0,0,27,27,1,3,6,10,2,0,21.1,0.71727296017623,0.3634648161908516,5,3.6,28,163.0,,
Malik Monk,SAC,25384,pa,26.5,-106,-120,fd,,G,0,,,,scheduled,,,338,,3313,25.5,-109,-120,26.5,-125,10,2024-12-06 07:57:12,0,0,60,60,5,0,6,10,4,0,22.9,0.7221061494215,0.32386127393941666,5,-3.6,17,182.0,,
Donte DiVincenzo,MIN,25387,to,10.5,-120,-106,fd,,G,0,,,,scheduled,,,336,,3498,10.5,-120,-106,10.5,-118,10,2024-12-06 06:12:24,0,0,42,42,2,3,13,8,2,0,14.0,0.72044864814702,0.32082252160287006,5,3.5,12,155.5,,
Bogdan Bogdanovic,ATL,25382,ast,12.5,-128,100,fd,,G,13,,,,scheduled,,,156,,2902,12.5,-128,100,12.5,-128,10,2024-12-06 17:51:29,0,0,65,65,3,2,4,4,2,0,15.9,0.70035792156707,0.24751254779134346,5,3.4,22,115.7,,
Jalen Johnson,ATL,25382,ast,20.5,100,-128,fd,,F,1,,,,scheduled,,,156,,5353,20.5,-105,-117,19.5,-137,36,2024-12-06 02:52:38,0,0,65,65,2,3,9,13,1,1,17.2,0.7159441000531,0.2752754282195845,5,-3.3,22,115.7,,
Myles Turner,IND,25385,ast,16.5,-115,-111,fd,,C,33,,,,scheduled,,,156,,3020,16.5,-115,-117,15.5,-125,33,2024-12-06 05:24:13,0,0,74,74,0,5,6,15,3,1,19.8,0.67854389301018,0.26858206084511915,5,3.3,29,123.3,,
Zach LaVine,CHI,25385,to,26.5,-122,-104,fd,,G,8,,,,scheduled,,,336,,2912,26.5,-122,-106,27.5,-105,33,2024-12-06 05:24:16,0,0,28,28,1,4,11,9,1,0,29.8,0.64992627184994,0.18265272418595646,4,3.3,27,161.8,,
Donte DiVincenzo,MIN,25387,pa,13.5,-118,-108,fd,,G,0,,,,scheduled,,,338,,3498,13.5,-118,-108,13.5,-115,10,2024-12-06 06:12:24,0,0,69,69,2,3,13,8,2,0,16.8,0.70067197371688,0.29446178195152395,5,3.3,11,181.3,,
Kelly Oubre,PHI,25381,ast,10.5,-130,102,fd,,F,9,,,,scheduled,,,156,,3030,10.5,-130,100,11.5,-137,36,2024-12-06 01:38:39,0,0,90,90,5,0,14,5,3,2,13.7,0.70964885191092,0.25553258415008917,5,3.2,2,103.0,,
Rui Hachimura,LAL,25382,ast,12.5,102,-130,fd,,F,28,,,,scheduled,,,156,,4491,12.5,-110,-120,11.5,-128,10,2024-12-06 15:30:52,0,0,65,65,2,2,7,9,2,0,15.7,0.68735826159841,0.3884636884287881,5,3.2,27,118.4,,
Walker Kessler,UTH,25386,to,20.5,-122,-104,fd,,C,24,,,,scheduled,,,336,,5537,20.5,-122,-105,21.5,-117,13,2024-12-06 05:07:07,0,0,38,38,4,1,9,6,0,0,23.7,0.70185143538334,0.27713949717296305,5,3.2,23,160.4,,
Jrue Holiday,BOS,25383,ast,10.5,-104,-122,fd,,G,4,,,,scheduled,,,156,,2365,10.5,-104,-122,11.5,-137,36,2024-12-06 02:52:37,0,0,130,130,2,3,11,8,3,2,13.5,0.68842177683504,0.35036579302257853,5,3.0,14,112.5,,
Donte DiVincenzo,MIN,25387,ast,7.5,-120,-106,fd,,G,0,,,,scheduled,,,156,,3498,7.5,-120,-106,7.5,-115,10,2024-12-06 06:12:22,0,0,107,107,2,3,13,8,2,0,10.5,0.6918945170562,0.26847328126969994,5,3.0,7,109.4,,
Julius Randle,MIN,25387,blk,23.5,-118,-108,fd,,F,30,,,,scheduled,,,335,,2852,23.5,-110,-120,23.5,-113,10,2024-12-06 06:12:24,0,0,44,44,3,2,13,8,0,0,26.5,0.65500213927579,0.21008869798408658,5,3.0,7,135.2,,
Keegan Murray,SAC,25384,ast,11.5,-130,102,fd,,F,13,,,,scheduled,,,156,,5502,12.5,-115,-115,12.5,-104,10,2024-12-06 07:57:10,0,0,105,105,1,4,13,10,1,4,14.4,0.60116073545243,0.0635920704158377,3,2.9,13,112.1,,
Zach LaVine,CHI,25385,pa,31.5,-113,-113,fd,,G,8,,,,scheduled,,,338,,2912,30.5,-120,-110,31.5,-110,33,2024-12-06 05:24:18,0,0,30,30,1,4,11,9,0,1,34.4,0.67375335291169,0.2699952581432742,5,2.9,23,188.2,,
Collin Sexton,UTH,25386,ast,16.5,-113,-113,fd,,G,2,,,,scheduled,,,156,,3478,16.5,-115,-113,16.5,-137,36,2024-12-06 05:05:49,0,0,101,101,3,2,10,10,1,2,19.3,0.65872728851773,0.24167179163076546,5,2.8,21,115.3,,
Malik Monk,SAC,25384,blk,22.5,-113,-113,fd,,G,0,,,,scheduled,,,335,,3313,22.5,-121,-113,23.5,-113,10,2024-12-06 07:57:12,0,0,33,33,5,0,6,10,4,0,19.7,0.68908475529137,0.29889427324833473,5,-2.8,12,137.5,,
Collin Sexton,UTH,25386,blk,21.5,-104,-122,fd,,G,2,,,,scheduled,,,335,,3478,21.5,-104,-115,20.5,-129,13,2024-12-06 05:07:13,0,0,31,31,2,3,7,13,1,2,24.3,0.65297574404545,0.2808370363968442,5,2.8,21,143.0,,
Donte DiVincenzo,MIN,25387,blk,10.5,-115,-111,fd,,G,0,,,,scheduled,,,335,,3498,10.5,-115,-111,10.5,-111,10,2024-12-06 06:12:23,0,0,44,44,2,3,13,8,2,0,13.3,0.67455182750909,0.2611186340387336,5,2.8,7,135.2,,
Paul George,PHI,25381,ast,17.5,-120,-106,fd,,F,8,,,,scheduled,,,156,,2169,17.5,-115,-115,17.5,-137,36,2024-12-06 01:38:36,0,0,90,90,2,3,4,6,1,2,20.1,0.63126881117643,0.15732615382345494,4,2.6,2,103.0,,
Brook Lopez,MIL,25383,ast,9.5,-125,-102,fd,,C,11,,,,scheduled,,,156,,2286,9.5,-105,-109,9.5,-137,36,2024-12-06 02:52:36,0,0,130,130,3,2,13,8,4,2,12.1,0.67161015509778,0.208898279176004,5,2.6,8,109.9,,
Zach LaVine,CHI,25385,ast,22.5,-113,-113,fd,,G,8,,,,scheduled,,,156,,2912,22.5,-113,-115,22.5,-125,33,2024-12-06 05:24:13,0,0,74,74,1,4,10,10,1,0,25.1,0.61842606321692,0.1657057651787961,4,2.6,26,118.2,,
Jonathan Kuminga,GSW,25387,ast,15.5,-111,-115,fd,,F,0,,,,scheduled,,,156,,5267,15.5,-111,-115,14.5,100,10,2024-12-06 06:12:23,0,0,107,107,3,2,8,9,0,2,13.0,0.70402108872739,0.3162133397946856,5,-2.5,5,107.8,,
Pascal Siakam,IND,25385,pr,10.5,-128,100,fd,,F,43,,,,scheduled,,,337,,3219,10.5,-110,-120,10.5,-110,33,2024-12-06 05:24:17,0,0,25,25,2,3,10,12,3,1,13.0,0.7483179726088,0.3329413887094249,5,2.5,29,75.4,,
