game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
22400329,1610612763,MEM,Memphis,Grizzlies,15-8,115,33,30,23,29,0,0,0,0
22400329,1610612758,SAC,Sacramento,Kings,10-13,110,32,30,24,24,0,0,0,0
