game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
22400346,1610612756,PHX,Phoenix,Suns,12-10,111,29,29,24,29,0,0,0,0
22400346,1610612748,MIA,Miami,Heat,11-10,121,26,27,34,34,0,0,0,0
