game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
22400326,1610612764,WAS,Washington,Wizards,2-18,101,22,28,27,24,0,0,0,0
22400326,1610612742,DAL,Dallas,Mavericks,15-8,137,31,37,34,35,0,0,0,0
