game_id,game_date,matchup,win_loss,minutes,field_goals_made,field_goals_attempted,field_goal_pct,three_pointers_made,three_pointers_attempted,three_point_pct,free_throws_made,free_throws_attempted,free_throw_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,points,plus_minus
22400332,2024-12-05,HOU @ GSW,L,36.0,4,16,0.25,0,4,0.0,6,7,0.857,1,3,4,3,4,0,2,1,14,-6
22400059,2024-12-03,HOU @ SAC,L,34.0,9,14,0.643,5,8,0.625,5,5,1.0,1,6,7,3,1,0,4,1,28,-17
22400310,2024-12-01,HOU vs. OKC,W,34.0,2,6,0.333,1,3,0.333,4,6,0.667,0,2,2,3,0,1,4,3,9,8
22400290,2024-11-27,HOU @ PHI,W,41.0,12,20,0.6,4,6,0.667,13,14,0.929,1,6,7,2,2,1,5,1,41,3
22400037,2024-11-26,HOU @ MIN,W,23.0,3,9,0.333,1,5,0.2,2,2,1.0,0,3,3,2,2,0,1,1,9,-8
22400267,2024-11-23,HOU vs. POR,L,30.0,3,14,0.214,1,9,0.111,3,4,0.75,0,2,2,2,1,0,0,0,10,-8
22400031,2024-11-22,HOU vs. POR,W,30.0,6,17,0.353,3,10,0.3,2,2,1.0,1,4,5,1,1,0,2,2,17,16
22400254,2024-11-20,HOU vs. IND,W,28.0,5,13,0.385,1,6,0.167,3,5,0.6,0,4,4,5,2,0,3,1,14,9
22400248,2024-11-18,HOU @ MIL,L,39.0,9,24,0.375,3,8,0.375,0,0,0.0,2,7,9,2,0,0,3,2,21,8
22400241,2024-11-17,HOU @ CHI,W,23.0,6,9,0.667,0,2,0.0,6,6,1.0,1,3,4,1,2,0,1,1,18,22
22400016,2024-11-15,HOU vs. LAC,W,22.0,4,11,0.364,0,5,0.0,0,0,0.0,0,5,5,1,0,0,3,1,8,0
22400222,2024-11-13,HOU vs. LAC,W,36.0,7,21,0.333,5,14,0.357,2,3,0.667,1,6,7,5,0,0,3,4,21,-10
22400213,2024-11-11,HOU vs. WAS,W,37.0,6,15,0.4,1,6,0.167,5,5,1.0,2,2,4,2,2,0,6,1,18,13
22400201,2024-11-10,HOU @ DET,W,34.0,6,17,0.353,1,6,0.167,2,2,1.0,0,5,5,3,2,1,2,5,15,-7
22400192,2024-11-08,HOU @ OKC,L,28.0,5,14,0.357,2,8,0.25,2,2,1.0,0,4,4,2,0,0,1,1,14,-16
22400173,2024-11-06,HOU vs. SAS,W,31.0,6,14,0.429,4,9,0.444,5,6,0.833,0,5,5,4,0,1,3,1,21,14
22400161,2024-11-04,HOU vs. NYK,W,32.0,5,15,0.333,2,8,0.25,3,3,1.0,0,4,4,3,1,0,3,1,15,14
22400144,2024-11-02,HOU vs. GSW,L,34.0,2,13,0.154,1,5,0.2,2,2,1.0,0,1,1,3,1,1,1,4,7,-20
22400129,2024-10-31,HOU @ DAL,W,36.0,9,21,0.429,3,8,0.375,2,3,0.667,0,12,12,4,1,1,5,4,23,12
22400109,2024-10-28,HOU @ SAS,W,38.0,11,22,0.5,7,13,0.538,7,7,1.0,0,1,1,2,0,0,4,0,36,8
22400094,2024-10-26,HOU @ SAS,L,33.0,10,22,0.455,3,10,0.3,6,6,1.0,1,5,6,5,0,0,2,3,29,3
22400082,2024-10-25,HOU vs. MEM,W,32.0,8,21,0.381,4,8,0.5,2,6,0.333,2,4,6,4,3,1,2,3,22,19
22400068,2024-10-23,HOU vs. CHA,L,35.0,9,23,0.391,5,15,0.333,5,5,1.0,0,2,2,0,0,0,0,0,28,-11
