game_id,game_date,matchup,win_loss,minutes,field_goals_made,field_goals_attempted,field_goal_pct,three_pointers_made,three_pointers_attempted,three_point_pct,free_throws_made,free_throws_attempted,free_throw_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,points,plus_minus
22400333,2024-12-06,ORL @ PHI,L,14.0,2,3,0.667,2,3,0.667,0,0,0.0,1,0,1,4,0,0,2,1,6,3
22400053,2024-12-03,ORL @ NYK,L,13.0,3,5,0.6,1,2,0.5,3,3,1.0,0,3,3,3,0,0,2,4,10,2
22400305,2024-12-01,ORL @ BKN,W,5.0,1,4,0.25,1,2,0.5,0,0,0.0,1,1,2,1,0,0,1,0,3,-6
22400043,2024-11-29,ORL @ BKN,W,3.0,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,1,1,0,0,0,3,2
22400289,2024-11-27,ORL vs. CHI,W,11.0,3,6,0.5,1,3,0.333,2,2,1.0,0,1,1,1,0,0,1,2,9,-7
22400277,2024-11-25,ORL @ CHA,W,27.0,6,12,0.5,2,4,0.5,2,3,0.667,1,7,8,4,0,0,1,4,16,15
22400265,2024-11-23,ORL vs. DET,W,10.0,1,6,0.167,0,2,0.0,2,2,1.0,1,1,2,1,0,0,1,2,4,-5
22400263,2024-11-21,ORL @ LAL,W,4.0,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,1,2,2
22400259,2024-11-20,ORL @ LAC,L,3.0,1,1,1.0,0,0,0.0,1,2,0.5,0,0,0,1,0,0,1,0,3,3
22400249,2024-11-18,ORL @ PHX,W,3.0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0,1,0,0,0,1,0,-2
22400010,2024-11-15,ORL vs. PHI,W,4.0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,1,0,-8
22400217,2024-11-13,ORL vs. IND,W,5.0,1,4,0.25,0,1,0.0,0,0,0.0,0,2,2,1,0,0,0,0,2,-1
22400003,2024-11-12,ORL vs. CHA,W,10.0,2,5,0.4,1,2,0.5,1,2,0.5,1,2,3,2,1,0,1,2,6,-6
22400204,2024-11-10,ORL vs. WAS,W,15.0,3,4,0.75,2,3,0.667,8,8,1.0,1,1,2,0,0,0,2,2,16,6
22400186,2024-11-08,ORL vs. NOP,W,12.0,3,5,0.6,1,3,0.333,1,2,0.5,0,6,6,2,1,0,1,0,8,14
22400163,2024-11-04,ORL @ OKC,L,3.0,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,1,1,0,0,0,0,1
22400153,2024-11-03,ORL @ DAL,L,14.0,3,6,0.5,1,2,0.5,2,4,0.5,0,3,3,3,1,0,1,2,9,2
22400133,2024-11-01,ORL @ CLE,L,8.0,1,4,0.25,0,0,0.0,0,1,0.0,0,1,1,2,0,0,1,1,2,1
22400102,2024-10-28,ORL vs. IND,W,11.0,0,3,0.0,0,2,0.0,0,0,0.0,2,3,5,1,0,1,3,2,0,2
22400092,2024-10-26,ORL @ MEM,L,8.0,2,3,0.667,0,1,0.0,0,0,0.0,0,0,0,2,1,0,2,1,4,-11
22400077,2024-10-25,ORL vs. BKN,W,20.0,1,3,0.333,1,2,0.5,1,2,0.5,0,1,1,2,3,0,1,2,4,5
22400065,2024-10-23,ORL @ MIA,W,17.0,0,7,0.0,0,5,0.0,0,0,0.0,0,3,3,6,0,0,2,2,0,8
