game_id,game_date,matchup,win_loss,minutes,field_goals_made,field_goals_attempted,field_goal_pct,three_pointers_made,three_pointers_attempted,three_point_pct,free_throws_made,free_throws_attempted,free_throw_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,points,plus_minus
22400340,2024-12-07,CHA vs. CLE,L,17.0,0,2,0.0,0,0,0.0,0,0,0.0,0,1,1,3,0,0,0,0,0,-2
22400040,2024-11-29,CHA vs. NYK,L,11.0,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,0,0,5
22400286,2024-11-27,CHA vs. MIA,L,10.0,1,2,0.5,0,0,0.0,0,0,0.0,2,3,5,0,1,0,1,1,2,-17
22400277,2024-11-25,CHA vs. ORL,L,16.0,1,4,0.25,0,0,0.0,0,0,0.0,6,1,7,0,1,0,3,1,2,-8
22400268,2024-11-23,CHA @ MIL,L,4.0,2,3,0.667,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,4,-4
22400260,2024-11-21,CHA vs. DET,W,9.0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,2,1,0,0,1,0,8
22400003,2024-11-12,CHA @ ORL,L,14.0,2,3,0.667,0,0,0.0,0,0,0.0,2,2,4,0,0,0,3,2,4,-8
22400205,2024-11-10,CHA @ PHI,L,13.0,1,2,0.5,0,0,0.0,1,2,0.5,3,3,6,0,0,1,0,4,3,3
22400184,2024-11-08,CHA vs. IND,W,13.0,1,1,1.0,0,0,0.0,0,0,0.0,0,3,3,1,0,0,1,2,2,-15
22400169,2024-11-06,CHA vs. DET,W,15.0,3,4,0.75,0,0,0.0,1,1,1.0,1,3,4,0,0,2,1,3,7,-4
22400162,2024-11-04,CHA @ MIN,L,16.0,2,4,0.5,1,2,0.5,0,0,0.0,1,3,4,0,1,0,0,1,5,-4
22400141,2024-11-02,CHA vs. BOS,L,4.0,1,4,0.25,0,0,0.0,0,0,0.0,4,0,4,0,0,0,0,1,2,-2
