game_id,game_date,matchup,win_loss,minutes,field_goals_made,field_goals_attempted,field_goal_pct,three_pointers_made,three_pointers_attempted,three_point_pct,free_throws_made,free_throws_attempted,free_throw_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,points,plus_minus
22400337,2024-12-06,SAC @ SAS,W,33.0,9,17,0.529,2,7,0.286,2,2,1.0,0,4,4,8,0,1,2,3,22,8
22400329,2024-12-05,SAC @ MEM,L,38.0,8,23,0.348,0,7,0.0,2,3,0.667,2,4,6,3,6,0,4,2,18,-4
22400059,2024-12-03,SAC vs. HOU,W,37.0,9,19,0.474,4,6,0.667,0,0,0.0,3,3,6,7,3,1,3,3,22,17
22400313,2024-12-01,SAC vs. SAS,L,37.0,9,23,0.391,3,8,0.375,2,2,1.0,3,3,6,9,2,1,2,1,23,-3
22400049,2024-11-29,SAC @ POR,L,36.0,8,18,0.444,1,6,0.167,5,7,0.714,2,3,5,5,0,0,5,5,22,-9
22400294,2024-11-27,SAC @ MIN,W,38.0,10,22,0.455,3,8,0.375,3,5,0.6,0,8,8,8,2,0,5,1,26,6
22400285,2024-11-25,SAC vs. OKC,L,40.0,5,15,0.333,1,6,0.167,3,4,0.75,0,3,3,5,1,0,4,4,14,-22
22400276,2024-11-24,SAC vs. BKN,L,38.0,10,16,0.625,3,4,0.75,8,12,0.667,0,1,1,5,2,0,2,1,31,5
22400034,2024-11-22,SAC @ LAC,L,43.0,10,20,0.5,1,7,0.143,8,10,0.8,2,5,7,7,1,0,3,0,29,-4
22400250,2024-11-18,SAC vs. ATL,L,39.0,11,23,0.478,3,6,0.5,3,4,0.75,0,5,5,7,1,0,4,2,28,3
22400233,2024-11-16,SAC vs. UTA,W,36.0,16,30,0.533,3,4,0.75,14,19,0.737,0,3,3,9,2,0,4,3,49,1
22400020,2024-11-15,SAC vs. MIN,L,44.0,22,35,0.629,6,10,0.6,10,11,0.909,2,1,3,7,3,1,6,3,60,1
22400227,2024-11-13,SAC vs. PHX,W,32.0,11,17,0.647,1,2,0.5,6,8,0.75,1,5,6,10,2,1,3,3,29,19
22400216,2024-11-11,SAC @ SAS,L,36.0,9,19,0.474,2,5,0.4,4,4,1.0,1,5,6,3,1,0,1,4,24,-21
22400209,2024-11-10,SAC @ PHX,W,41.0,10,23,0.435,0,6,0.0,1,1,1.0,1,10,11,8,0,0,0,0,21,9
22400196,2024-11-08,SAC vs. LAC,L,38.0,12,20,0.6,2,5,0.4,5,6,0.833,1,2,3,0,1,0,7,4,31,-11
22400180,2024-11-06,SAC vs. TOR,W,34.0,5,17,0.294,2,8,0.25,9,10,0.9,0,1,1,2,1,0,1,2,21,9
22400159,2024-11-04,SAC @ MIA,W,37.0,11,21,0.524,3,6,0.5,3,4,0.75,2,4,6,5,0,0,4,4,28,-9
22400143,2024-11-02,SAC @ TOR,L,43.0,8,22,0.364,0,11,0.0,8,10,0.8,3,3,6,1,5,0,5,2,24,-5
22400135,2024-11-01,SAC @ ATL,W,37.0,11,16,0.688,4,6,0.667,5,6,0.833,0,7,7,3,4,0,6,3,31,21
22400115,2024-10-29,SAC @ UTA,W,31.0,8,15,0.533,1,2,0.5,2,2,1.0,2,3,5,6,1,0,3,3,19,18
22400112,2024-10-28,SAC vs. POR,W,35.0,9,20,0.45,2,8,0.25,4,4,1.0,1,5,6,3,2,0,3,4,24,13
22400096,2024-10-26,SAC @ LAL,L,41.0,9,20,0.45,3,10,0.3,7,8,0.875,0,5,5,10,2,0,6,3,28,-5
22400076,2024-10-24,SAC vs. MIN,L,37.0,6,14,0.429,1,4,0.25,2,2,1.0,0,2,2,11,1,0,2,3,15,2
