game_id,game_date,matchup,win_loss,minutes,field_goals_made,field_goals_attempted,field_goal_pct,three_pointers_made,three_pointers_attempted,three_point_pct,free_throws_made,free_throws_attempted,free_throw_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,points,plus_minus
22400333,2024-12-06,ORL @ PHI,L,18.0,0,5,0.0,0,3,0.0,0,0,0.0,0,2,2,0,1,2,2,2,0,-20
22400322,2024-12-04,ORL @ PHI,W,30.0,5,10,0.5,0,2,0.0,0,0,0.0,2,3,5,7,0,0,2,1,10,9
22400053,2024-12-03,ORL @ NYK,L,20.0,3,4,0.75,0,1,0.0,0,0,0.0,0,1,1,3,0,0,4,2,6,-3
22400305,2024-12-01,ORL @ BKN,W,20.0,2,2,1.0,0,0,0.0,1,3,0.333,0,4,4,1,0,1,2,1,5,10
22400043,2024-11-29,ORL @ BKN,W,16.0,1,2,0.5,0,0,0.0,3,4,0.75,0,1,1,1,0,2,2,2,5,-6
22400289,2024-11-27,ORL vs. CHI,W,15.0,2,4,0.5,0,0,0.0,0,0,0.0,0,3,3,3,0,0,1,2,4,2
22400277,2024-11-25,ORL @ CHA,W,22.0,3,13,0.231,2,9,0.222,2,2,1.0,0,3,3,1,3,0,1,3,10,0
22400265,2024-11-23,ORL vs. DET,W,32.0,3,8,0.375,1,3,0.333,4,4,1.0,0,1,1,5,2,0,4,2,11,16
22400263,2024-11-21,ORL @ LAL,W,22.0,2,8,0.25,0,3,0.0,0,0,0.0,1,3,4,5,1,0,2,1,4,-6
22400259,2024-11-20,ORL @ LAC,L,29.0,5,10,0.5,2,5,0.4,5,9,0.556,0,0,0,8,0,1,6,3,17,0
22400249,2024-11-18,ORL @ PHX,W,33.0,5,10,0.5,3,5,0.6,7,8,0.875,0,4,4,9,3,0,3,1,20,13
22400010,2024-11-15,ORL vs. PHI,W,20.0,2,6,0.333,0,1,0.0,0,0,0.0,0,1,1,1,1,0,2,1,4,5
22400217,2024-11-13,ORL vs. IND,W,25.0,2,5,0.4,0,1,0.0,2,2,1.0,0,4,4,6,4,1,2,0,6,-4
22400003,2024-11-12,ORL vs. CHA,W,25.0,3,12,0.25,1,8,0.125,1,2,0.5,0,5,5,3,0,2,1,4,8,19
22400204,2024-11-10,ORL vs. WAS,W,22.0,4,6,0.667,2,3,0.667,2,2,1.0,1,1,2,4,0,2,1,1,12,16
22400186,2024-11-08,ORL vs. NOP,W,24.0,4,6,0.667,0,0,0.0,3,4,0.75,1,2,3,4,0,1,2,4,11,16
22400170,2024-11-06,ORL @ IND,L,27.0,4,7,0.571,0,1,0.0,4,6,0.667,0,0,0,6,2,0,1,4,12,-3
22400163,2024-11-04,ORL @ OKC,L,21.0,1,8,0.125,0,5,0.0,1,2,0.5,1,2,3,2,2,0,3,0,3,-18
22400153,2024-11-03,ORL @ DAL,L,21.0,1,2,0.5,0,0,0.0,0,0,0.0,2,2,4,2,0,0,6,2,2,-25
22400133,2024-11-01,ORL @ CLE,L,27.0,3,8,0.375,1,3,0.333,0,0,0.0,0,2,2,6,0,0,2,2,7,-13
22400123,2024-10-30,ORL @ CHI,L,23.0,1,5,0.2,0,2,0.0,2,2,1.0,1,2,3,6,1,3,1,3,4,-1
22400102,2024-10-28,ORL vs. IND,W,31.0,2,6,0.333,2,3,0.667,2,2,1.0,0,3,3,3,2,1,3,4,8,1
22400092,2024-10-26,ORL @ MEM,L,20.0,4,8,0.5,0,1,0.0,2,2,1.0,0,1,1,3,0,1,2,2,10,-2
22400077,2024-10-25,ORL vs. BKN,W,26.0,4,6,0.667,1,1,1.0,1,2,0.5,0,3,3,5,0,2,2,4,10,13
22400065,2024-10-23,ORL @ MIA,W,28.0,4,9,0.444,1,2,0.5,1,3,0.333,4,2,6,4,0,0,0,2,10,13
