game_id,game_date,matchup,win_loss,minutes,field_goals_made,field_goals_attempted,field_goal_pct,three_pointers_made,three_pointers_attempted,three_point_pct,free_throws_made,free_throws_attempted,free_throw_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,points,plus_minus
22400321,2024-12-04,LAL @ MIA,L,13.0,2,3,0.667,0,0,0.0,0,0,0.0,3,1,4,0,0,0,0,2,4,-12
22400318,2024-12-02,LAL @ MIN,L,8.0,1,2,0.5,0,1,0.0,0,0,0.0,0,2,2,0,0,0,1,1,2,-4
22400311,2024-12-01,LAL @ UTA,W,9.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-5
22400296,2024-11-27,LAL @ SAS,W,8.0,2,3,0.667,0,0,0.0,0,0,0.0,1,0,1,0,1,0,0,2,4,4
22400039,2024-11-26,LAL @ PHX,L,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
22400270,2024-11-23,LAL vs. DEN,L,10.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,3,0,1,1,0,1,0,8
22400263,2024-11-21,LAL vs. ORL,L,10.0,0,0,0.0,0,0,0.0,2,2,1.0,0,1,1,1,0,1,1,1,2,-1
22400026,2024-11-19,LAL vs. UTA,W,14.0,1,1,1.0,0,0,0.0,0,0,0.0,1,2,3,0,0,0,1,1,2,2
22400231,2024-11-16,LAL @ NOP,W,11.0,3,4,0.75,0,1,0.0,0,0,0.0,4,2,6,1,1,1,0,1,6,3
22400015,2024-11-15,LAL @ SAS,W,10.0,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,-6
22400225,2024-11-13,LAL vs. MEM,W,13.0,2,2,1.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,2,1,4,6
22400195,2024-11-08,LAL vs. PHI,W,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,1,0,-4
22400174,2024-11-06,LAL @ MEM,L,13.0,1,2,0.5,0,0,0.0,0,0,0.0,1,1,2,0,0,1,0,1,2,-4
