game_id,team_id,team,player_id,player,start_position,status,minutes,offensive_rating,defensive_rating,net_rating,assist_pct,assist_to_turnover,assist_ratio,offensive_rebound_pct,defensive_rebound_pct,rebound_pct,turnover_pct,effective_fg_pct,true_shooting_pct,usage_pct,usage_pct_excluding_tm_plays,pace,pace_per_40,possessions,player_impact_estimate
22400236,1610612766,CHA,1630182,Josh Green,F,,28.9,108.1,136.5,-28.4,0.00105,0.0,18.2,0.00061,0.00111,0.00078,0.0,0.00875,0.00845,0.00132,0.00134,100.02,84.43,61,0.093
22400236,1610612766,CHA,1628970,Miles Bridges,F,,26.816666666666666,111.2,132.1,-20.9,0.005,0.0,34.8,0.00034,0.00333,0.0016,0.0,0.006,0.00615,0.00242,0.00243,102.06,84.28,56,0.194
22400236,1610612766,CHA,1629684,Grant Williams,C,,35.083333333333336,118.2,140.4,-22.3,0.00115,3.0,21.4,0.00079,0.00261,0.00148,0.071,0.006670000000000001,0.0072699999999999996,0.0013800000000000002,0.0013700000000000001,97.82,80.95,71,0.098
22400236,1610612766,CHA,1641706,Brandon Miller,G,,34.9,114.5,126.4,-11.9,0.0016,0.0,16.7,0.00025,0.00167,0.00078,0.0,0.00375,0.00375,0.00244,0.00245,99.94,83.68,72,0.05
22400236,1610612766,CHA,1630163,LaMelo Ball,G,,35.3,116.7,124.9,-8.2,0.00571,2.4,25.5,0.0,0.00037,0.00014000000000000001,0.106,0.00466,0.00504,0.00417,0.00409,101.82,83.85,73,0.096
22400236,1610612766,CHA,1631217,Moussa Diabaté,,,11.783333333333333,97.3,110.2,-13.0,0.0,0.0,0.0,0.0013,0.00125,0.0012900000000000001,0.0,0.005,0.005,0.00057,0.0005600000000000001,108.27,91.65,26,0.091
22400236,1610612766,CHA,1628998,Cody Martin,,,25.433333333333334,98.8,107.3,-8.4,0.00111,2.0,16.7,0.00128,0.0004,0.00094,0.083,0.0025,0.0028199999999999996,0.00154,0.0015199999999999999,99.01,81.78,52,0.043
22400236,1610612766,CHA,203995,Vasilije Micić,,,14.45,125.8,122.0,3.9,0.00182,2.0,28.6,0.0,0.0,0.0,0.14300000000000002,0.01125,0.01125,0.00132,0.00134,99.19,83.04,30,0.105
22400236,1610612766,CHA,1642275,Tidjane Salaün,,,14.883333333333333,129.6,146.3,-16.7,0.0007099999999999999,0.0,25.0,0.00048,0.0,0.00037,0.0,0.0,0.0,0.00077,0.0007599999999999999,98.41,84.64,31,0.0
22400236,1610612766,CHA,203552,Seth Curry,,,9.316666666666666,119.0,121.1,-2.1,0.0,0.0,0.0,0.0,0.001,0.00042,0.0,0.00375,0.00375,0.00154,0.0015199999999999999,102.94,83.72,19,0.048
