game_id,team_id,team,player_id,player,start_position,status,minutes,offensive_rating,defensive_rating,net_rating,assist_pct,assist_to_turnover,assist_ratio,offensive_rebound_pct,defensive_rebound_pct,rebound_pct,turnover_pct,effective_fg_pct,true_shooting_pct,usage_pct,usage_pct_excluding_tm_plays,pace,pace_per_40,possessions,player_impact_estimate
22400163,1610612753,ORL,1641783,Tristan da Silva,F,,33.78333333333333,95.5,96.5,-1.1,0.00095,2.0,13.3,0.0,0.001,0.00043999999999999996,0.067,0.00375,0.00375,0.00165,0.00164,102.12,81.69,69,0.024
22400163,1610612753,ORL,1630532,Franz Wagner,F,,34.15,98.2,99.4,-1.3,0.00111,0.4,7.4,0.0005600000000000001,0.00067,0.00061,0.185,0.005,0.005600000000000001,0.00316,0.00315,103.14,80.23,68,0.093
22400163,1610612753,ORL,1629048,Goga Bitadze,C,,26.733333333333334,96.1,97.0,-0.9,0.0028599999999999997,4.0,28.6,0.0010299999999999999,0.00261,0.0017299999999999998,0.071,0.00625,0.00619,0.00167,0.00169,98.57,77.81,52,0.176
22400163,1610612753,ORL,203484,Kentavious Caldwell-Pope,G,,30.816666666666666,92.5,96.3,-3.8,0.00095,2.0,18.2,0.0,0.00179,0.0008100000000000001,0.091,0.00214,0.00361,0.00127,0.00127,103.14,83.07,63,0.086
22400163,1610612753,ORL,1630591,Jalen Suggs,G,,34.983333333333334,79.2,102.3,-23.1,0.0042899999999999995,3.0,26.1,0.0,0.0017599999999999998,0.0008100000000000001,0.087,0.005,0.00607,0.0020499999999999997,0.00208,103.65,83.47,73,0.167
22400163,1610612753,ORL,1629021,Moritz Wagner,,,21.266666666666666,65.1,99.2,-34.1,0.00125,0.25,7.7,0.0,0.00292,0.0014299999999999998,0.308,0.004,0.005889999999999999,0.00218,0.00223,112.99,92.16,49,0.158
22400163,1610612753,ORL,1641724,Jett Howard,,,11.183333333333334,81.3,116.5,-35.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006900000000000001,0.0007199999999999999,110.74,89.42,25,-0.039
22400163,1610612753,ORL,1628371,Jonathan Isaac,,,11.0,46.5,115.3,-68.7,0.0,0.0,0.0,0.00083,0.0,0.0004,0.2,0.00333,0.00515,0.00179,0.0019500000000000001,112.16,92.74,25,0.019
22400163,1610612753,ORL,1641710,Anthony Black,,,20.616666666666667,60.9,98.6,-37.7,0.00222,0.67,14.3,0.0004,0.00091,0.00064,0.214,0.00125,0.00169,0.0023499999999999997,0.00245,107.8,87.31,45,-0.026
22400163,1610612753,ORL,1631216,Caleb Houstan,,,9.083333333333334,48.2,75.9,-27.7,0.0,0.0,0.0,0.0,0.00083,0.0004,0.0,0.0,0.0,0.00136,0.0013800000000000002,107.06,90.28,20,-0.146
22400163,1610612753,ORL,202709,Cory Joseph,,,3.216666666666667,50.8,43.6,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0075,0.0025,0.00254,110.13,93.26,7,0.4
22400163,1610612753,ORL,1630175,Cole Anthony,,,3.1666666666666665,50.8,43.6,7.2,0.01,0.0,33.3,0.0,0.005,0.0025,0.0,0.0,0.0,0.0025,0.00254,111.87,94.74,7,0.571
22400163,1610612753,ORL,203914,Gary Harris,,DNP - Coach's Decision,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,
22400163,1610612760,OKC,1629652,Luguentz Dort,F,,27.9,102.7,98.5,4.2,0.00048,0.5,11.1,0.0004,0.00067,0.00055,0.222,0.005,0.005,0.00127,0.0013,102.63,83.15,58,0.025
22400163,1610612760,OKC,1631114,Jalen Williams,F,,34.53333333333333,95.4,94.2,1.2,0.0005600000000000001,1.0,5.3,0.0,0.00105,0.0005600000000000001,0.053,0.00676,0.00676,0.00228,0.00233,103.39,82.82,71,0.166
22400163,1610612760,OKC,1631096,Chet Holmgren,C,,21.5,110.9,73.7,37.3,0.00067,0.5,6.7,0.00095,0.00233,0.0017599999999999998,0.133,0.0055000000000000005,0.0057399999999999994,0.0027500000000000003,0.00291,103.37,85.58,46,0.177
22400163,1610612760,OKC,1641717,Cason Wallace,G,,27.0,104.6,90.1,14.5,0.0005,1.0,12.5,0.0,0.00125,0.00075,0.125,0.00333,0.00333,0.00121,0.0012,101.46,81.5,55,0.014
22400163,1610612760,OKC,1628983,Shai Gilgeous-Alexander,G,,35.06666666666667,111.4,87.4,24.1,0.00375,2.25,29.0,0.0,0.0016200000000000001,0.0008799999999999999,0.129,0.0053100000000000005,0.0059099999999999995,0.00268,0.0027400000000000002,104.69,84.41,74,0.163
22400163,1610612760,OKC,1627936,Alex Caruso,,,20.833333333333332,94.5,73.5,20.9,0.00333,2.5,50.0,0.0,0.0,0.0,0.2,0.005,0.005,0.00098,0.0010299999999999999,109.73,86.41,46,0.017
22400163,1610612760,OKC,1630598,Aaron Wiggins,,,17.416666666666668,95.6,76.4,19.2,0.00091,0.0,9.1,0.00091,0.00167,0.00125,0.0,0.005,0.00557,0.00227,0.00234,108.92,86.12,37,0.263
22400163,1610612760,OKC,1641794,Dillon Jones,,,9.783333333333333,109.8,60.4,49.4,0.0,0.0,0.0,0.0,0.001,0.0005,0.2,0.00333,0.00387,0.002,0.0021,108.63,87.9,22,-0.085
22400163,1610612760,OKC,1630198,Isaiah Joe,,,22.45,100.1,72.6,27.5,0.00067,0.0,10.0,0.0,0.00182,0.0008699999999999999,0.0,0.00688,0.00697,0.00161,0.0017000000000000001,103.46,84.61,48,0.2
22400163,1610612760,OKC,1642349,Ajay Mitchell,,,12.416666666666666,63.5,65.1,-1.5,0.002,1.0,16.7,0.0,0.0005899999999999999,0.00031,0.16699999999999998,0.005,0.005,0.00172,0.0018,108.16,85.37,26,0.103
22400163,1610612760,OKC,1631172,Ousmane Dieng,,,8.4,44.7,53.0,-8.2,0.006670000000000001,0.0,40.0,0.0,0.00364,0.0019,0.0,0.0,0.0,0.00158,0.00168,105.03,88.1,19,0.323
22400163,1610612760,OKC,1642502,Malevy Leons,,,2.7,51.0,50.8,0.3,0.0,0.0,0.0,0.0,0.0025,0.0014299999999999998,1.0,0.0,0.0,0.0014299999999999998,0.0017000000000000001,122.31,103.7,7,0.0
