game_id,team_id,team,player_id,player,start_position,status,minutes,offensive_rating,defensive_rating,net_rating,assist_pct,assist_to_turnover,assist_ratio,offensive_rebound_pct,defensive_rebound_pct,rebound_pct,turnover_pct,effective_fg_pct,true_shooting_pct,usage_pct,usage_pct_excluding_tm_plays,pace,pace_per_40,possessions,player_impact_estimate
22300210,1610612743,DEN,1629008,Michael Porter Jr.,F,,27.4,88.8,143.2,-54.5,0.0,0.0,0.0,0.00031,0.0025,0.00115,0.111,0.00633,0.00661,0.003,0.003,95.7,78.85,53,0.129
22300210,1610612743,DEN,203932,Aaron Gordon,F,,31.616666666666667,103.5,129.6,-26.1,0.0023799999999999997,5.0,25.0,0.00061,0.00074,0.00067,0.05,0.00364,0.004030000000000001,0.00208,0.00215,98.93,81.6,65,0.056
22300210,1610612743,DEN,203999,Nikola Jokić,C,,27.816666666666666,107.7,130.7,-23.0,0.0046700000000000005,2.33,28.0,0.00033,0.0034599999999999995,0.00179,0.12,0.00615,0.00592,0.003,0.00301,98.25,81.25,56,0.15
22300210,1610612743,DEN,203484,Kentavious Caldwell-Pope,G,,30.65,108.3,124.7,-16.3,0.00083,2.0,14.3,0.00061,0.0,0.00033,0.071,0.0027800000000000004,0.00418,0.0017399999999999998,0.0017699999999999999,98.66,80.91,62,0.032
22300210,1610612743,DEN,202704,Reggie Jackson,G,,21.016666666666666,80.6,143.3,-62.7,0.00091,0.5,12.5,0.0,0.0,0.0,0.25,0.006999999999999999,0.006999999999999999,0.00146,0.00155,97.61,84.69,45,0.043
22300210,1610612743,DEN,1629618,Jalen Pickett,,,19.05,131.9,120.1,11.7,0.00231,3.0,33.3,0.0,0.0014299999999999998,0.00065,0.111,0.0075,0.008199999999999999,0.0014000000000000002,0.00146,90.86,78.74,38,0.133
22300210,1610612743,DEN,1631128,Christian Braun,,,25.283333333333335,113.9,105.7,8.2,0.0,0.0,0.0,0.0,0.0008699999999999999,0.00043,0.0,0.0059099999999999995,0.0059099999999999995,0.0017699999999999999,0.0019,97.71,83.83,53,0.1
22300210,1610612743,DEN,1630192,Zeke Nnaji,,,14.283333333333333,148.3,126.7,21.7,0.00091,1.0,14.3,0.003,0.00091,0.0019,0.14300000000000002,0.00875,0.00922,0.00188,0.00196,91.54,82.61,29,0.117
22300210,1610612743,DEN,203200,Justin Holiday,,,17.35,122.5,127.0,-4.5,0.00091,0.0,25.0,0.0,0.00083,0.00037999999999999997,0.0,0.01,0.01,0.00075,0.0008,92.07,81.84,36,0.07
22300210,1610612743,DEN,1631124,Julian Strawther,,,19.866666666666667,122.4,103.2,19.2,0.0007099999999999999,0.0,12.5,0.0,0.00111,0.00057,0.0,0.00417,0.00509,0.0015199999999999999,0.00159,96.35,80.54,40,0.036
