player,team,game_id,prop_type,line,over_odds,under_odds,sportsbook,player_id,player_position,player_jersey,opponent,game_date,game_time,event_status,home_team,away_team,market_id,market_name,participant_id,consensus_line,consensus_over_odds,consensus_under_odds,opening_line,opening_odds,opening_book,opening_time,expert_over_picks,expert_under_picks,system_over_picks,system_under_picks,last_5_over,last_5_under,season_over,season_under,h2h_over,h2h_under,projected_value,projected_probability,projected_ev,bet_rating,line_diff,opp_rank,opp_value,timestamp,url
DeMar DeRozan,SAC,25084,to,24.5,-125,-102,fd,,F,10,,,,closed,,,336,,2449,24.5,-105,-125,23.5,-125,10,2024-10-26 06:12:26,0,0,36,36,3,2,11,7,2,1,31.1,0.74508282503141,0.34114908505653796,5,6.6,22,159.7,,
Darius Garland,CLE,25076,pa,27.5,-113,-115,fd,,G,10,,,,closed,,,338,,4478,27.5,-113,-125,28.5,-110,19,2024-10-26 05:14:26,0,0,59,59,4,1,12,10,1,3,32.5,0.73546934591967,0.38632717416716555,5,5.0,30,198.9,,
Caris LeVert,CLE,25076,pa,17.5,-122,-104,fd,,G,3,,,,closed,,,338,,3214,17.5,-120,-110,17.5,-115,19,2024-10-26 05:14:27,0,0,59,59,2,3,9,7,3,3,22.4,0.72094148090078,0.3118771209833866,5,4.9,30,198.9,,
Jimmy Butler,MIA,25077,blk,22.5,-125,-102,fd,,F,22,,,,closed,,,335,,2052,22.5,-120,-110,22.5,-110,33,2024-10-26 04:19:05,0,0,15,15,2,3,7,8,4,1,27.3,0.74663291105599,0.3439392399007819,5,4.8,17,138.5,,
Jimmy Butler,MIA,25077,to,22.5,-115,-111,fd,,F,22,,,,closed,,,336,,2052,22.5,-115,-111,22.5,-110,33,2024-10-26 04:19:06,0,0,38,38,3,2,9,6,3,2,27.3,0.74663291105599,0.3958789206698943,5,4.8,11,155.5,,
Donovan Mitchell,CLE,25076,pa,35.5,-104,-120,fd,,G,45,,,,closed,,,338,,3326,35.5,-120,-115,35.5,-110,19,2024-10-26 05:14:24,0,0,59,59,3,2,10,11,2,4,40.2,0.69389567395347,0.3611030527548834,5,4.7,30,198.9,,
Domantas Sabonis,SAC,25084,ast,16.5,-110,-110,fd,,F,11,,,,closed,,,156,,3176,16.5,-115,-110,17.5,-115,10,2024-10-26 06:12:30,0,0,109,109,5,0,16,5,3,2,21.1,0.68554794795634,0.3087733551893763,5,4.6,22,115.7,,
Josh Giddey,CHI,25079,pa,24.5,-113,-113,fd,,G,3,,,,closed,,,338,,5360,24.5,-113,-115,24.5,-110,19,2024-10-26 05:14:42,0,0,72,72,1,4,12,11,1,0,29.1,0.69125743418272,0.3029896768222953,5,4.6,6,176.3,,
Malik Monk,SAC,25084,pa,20.5,-122,-104,fd,,G,0,,,,closed,,,338,,3313,20.5,-125,-105,20.5,-111,10,2024-10-26 06:12:28,1,1,62,62,5,0,9,7,3,2,25.1,0.73410629122748,0.33583275944672586,5,4.6,24,188.7,,
Cade Cunningham,DET,25078,blk,30.5,-104,-122,fd,,G,2,,,,closed,,,335,,5315,30.5,-115,-115,30.5,-120,19,2024-10-26 07:15:12,0,0,40,40,4,1,10,8,3,1,26.0,0.74507049497311,0.3557840154428722,5,-4.5,6,134.6,,
Donovan Mitchell,CLE,25076,to,29.5,-115,-108,fd,,G,45,,,,closed,,,336,,3326,29.5,-115,-110,29.5,-120,19,2024-10-26 05:14:26,0,0,40,40,3,2,11,11,2,4,33.9,0.64188233096511,0.20004087963042316,5,4.4,30,171.6,,
Bradley Beal,PHO,25083,pa,25.5,-108,-118,fd,,G,3,,,,closed,,,338,,2735,25.5,-120,-110,25.5,-115,19,2024-10-26 07:15:36,4,4,41,41,3,2,6,7,1,1,29.9,0.71552109880344,0.378040634732551,5,4.4,13,181.6,,
Donovan Mitchell,CLE,25076,blk,30.5,-113,-113,fd,,G,45,,,,closed,,,335,,3326,30.5,-113,-113,30.5,-120,19,2024-10-26 05:14:25,0,0,14,14,2,2,10,11,2,4,34.8,0.6826646030107,0.28679257027680616,5,4.3,29,150.8,,
Jrue Holiday,BOS,25078,pa,20.5,-122,-104,fd,,G,4,,,,closed,,,338,,2365,21.5,-110,-120,20.5,-125,33,2024-10-26 06:19:52,0,0,94,94,2,3,8,11,1,1,24.8,0.68732895394355,0.2507133424218696,5,4.3,8,180.4,,
D'Angelo Russell,LAL,25084,pa,22.5,-118,-108,fd,,G,1,,,,closed,,,338,,3013,22.5,-120,-110,22.5,-122,10,2024-10-26 06:12:29,1,1,62,62,4,1,8,13,3,2,26.8,0.70681718838095,0.3058148056529415,5,4.3,13,181.6,,
Jimmy Butler,MIA,25077,ast,17.5,-115,-105,fd,,F,22,,,,closed,,,156,,2052,17.5,-115,-110,17.5,-110,33,2024-10-26 04:19:03,0,0,79,79,2,3,8,7,3,2,21.7,0.72829724338315,0.36159919415110664,5,4.2,15,112.6,,
