player,team,game_id,prop_type,line,over_odds,under_odds,sportsbook,player_id,player_position,player_jersey,opponent,game_date,game_time,event_status,home_team,away_team,market_id,market_name,participant_id,consensus_line,consensus_over_odds,consensus_under_odds,opening_line,opening_odds,opening_book,opening_time,expert_over_picks,expert_under_picks,system_over_picks,system_under_picks,last_5_over,last_5_under,season_over,season_under,h2h_over,h2h_under,projected_value,projected_probability,projected_ev,bet_rating,line_diff,opp_rank,opp_value,timestamp,url
Jonas Valanciunas,WAS,25061,to,16.5,-115,-111,fd,,C,17,,,,closed,,,336,,2455,18.5,-120,-110,17.5,-120,19,2024-10-24 14:18:25,1,1,53,53,3,2,8,7,2,2,21.5,0.69743199075985,0.30389459142058906,5,5.0,7,153.0,,
Kyrie Irving,DAL,25062,pa,32.5,-115,-111,fd,,G,11,,,,closed,,,338,,2074,32.5,-105,-125,31.5,-120,33,2024-10-20 02:21:31,2,2,99,99,3,2,11,10,3,2,36.8,0.69019809381026,0.29037034929744254,5,4.3,17,182.0,,
Jamal Murray,DEN,25063,pa,28.5,-115,-111,fd,,G,27,,,,closed,,,338,,3171,29.5,-110,-120,30.5,-115,33,2024-10-20 20:23:21,3,3,103,103,2,3,7,9,0,5,32.7,0.6423339391418,0.2008851905694522,5,4.2,6,176.3,,
Kyrie Irving,DAL,25062,to,27.5,-113,-113,fd,,G,11,,,,closed,,,336,,2074,27.5,-113,-113,26.5,-115,33,2024-10-20 02:21:30,0,0,51,51,4,1,12,9,3,2,31.5,0.68310923053181,0.28763067348031457,5,4.0,16,156.7,,
Luka Doncic,DAL,25062,pa,48.5,-118,-108,fd,,G,77,,,,closed,,,338,,3469,48.5,-118,-110,48.5,-110,33,2024-10-20 02:21:31,2,2,99,99,2,3,5,12,2,4,52.4,0.64031803547741,0.1829604384243675,4,3.9,17,182.0,,
Luka Doncic,DAL,25062,ast,29.5,-122,100,fd,,G,77,,,,closed,,,156,,3469,29.5,-122,-105,29.5,-115,33,2024-10-20 02:21:28,6,6,142,142,2,3,8,9,2,4,33.3,0.65133654310303,0.18521895548256284,4,3.8,13,112.1,,
Kyrie Irving,DAL,25062,ast,22.5,-122,100,fd,,G,11,,,,closed,,,156,,2074,22.5,-122,-105,22.5,-125,33,2024-10-20 02:21:28,6,6,142,142,4,1,12,9,2,3,26.2,0.67554423382864,0.22926901565539415,5,3.7,13,112.1,,
Jrue Holiday,BOS,25061,to,18.5,-122,-104,fd,,G,4,,,,closed,,,336,,2365,18.5,-120,-110,19.5,-110,33,2024-10-23 06:26:04,1,1,53,53,2,3,8,11,2,3,22.1,0.69560871692541,0.2657797963724675,5,3.6,30,171.6,,
Nikola Jokic,DEN,25063,pa,46.5,-104,-122,fd,,C,15,,,,closed,,,338,,2918,47.5,-104,-122,47.5,-115,33,2024-10-20 20:23:20,3,3,103,103,3,2,14,3,1,4,50.0,0.60354940029645,0.18388536211995965,4,3.5,6,176.3,,
Luka Doncic,DAL,25062,blk,39.5,-113,-113,fd,,G,77,,,,closed,,,335,,3469,39.5,-113,-113,39.5,-110,33,2024-10-20 02:21:29,2,2,24,24,2,3,6,11,2,4,42.9,0.6258597502181,0.17971793625181687,4,3.4,12,137.5,,
Luka Doncic,DAL,25062,to,39.5,-111,-115,fd,,G,77,,,,closed,,,336,,3469,39.5,-111,-115,38.5,-115,33,2024-10-20 02:21:30,0,0,51,51,2,3,6,11,2,4,42.8,0.62156792516412,0.18153902891557938,4,3.3,16,156.7,,
P.J. Washington,DAL,25062,to,16.5,-125,-102,fd,,F,25,,,,closed,,,336,,4480,17.5,-125,-105,18.5,-105,33,2024-10-20 02:21:30,0,0,51,51,3,1,10,6,0,3,19.8,0.63502779848597,0.14305003727474608,4,3.3,16,156.7,,
Jamal Murray,DEN,25063,ast,18.5,-132,108,fd,,G,27,,,,closed,,,156,,3171,19.5,-125,-105,21.5,-105,33,2024-10-20 20:23:17,2,2,152,152,2,3,5,11,0,5,21.7,0.59765474213662,0.050423486179513866,3,3.2,1,102.8,,
Rudy Gobert,MIN,25064,ast,11.5,-120,-102,fd,,C,27,,,,closed,,,156,,2809,12.5,-115,-115,12.5,-120,19,2024-10-23 17:24:15,5,5,193,193,1,4,6,15,2,4,14.7,0.67528487186552,0.2380222650867867,5,3.2,20,114.0,,
Rudy Gobert,MIN,25064,to,24.5,-125,-102,fd,,C,27,,,,closed,,,336,,2809,25.5,-115,-120,25.5,-120,19,2024-10-23 17:24:15,0,0,64,64,1,4,6,15,2,4,27.7,0.6301025792889,0.13418464272002006,4,3.2,14,156.0,,
Jaden McDaniels,MIN,25064,to,11.5,-122,-104,fd,,F,3,,,,closed,,,336,,5081,11.5,-110,-120,12.5,-105,19,2024-10-23 17:24:14,0,0,64,64,3,2,14,7,3,2,14.7,0.71109619878982,0.29396193550278726,5,3.2,14,156.0,,
Jonas Valanciunas,WAS,25061,ast,9.5,-102,-120,fd,,C,17,,,,closed,,,156,,2455,10.5,-120,-110,10.5,100,19,2024-10-24 14:18:25,1,1,139,139,3,2,8,7,3,1,12.6,0.6402041318704,0.2678552415472628,5,3.1,8,109.9,,
Jaylen Brown,BOS,25061,to,29.5,-125,-102,fd,,G,7,,,,closed,,,336,,3170,29.5,-125,-110,29.5,-105,33,2024-10-23 06:26:04,1,1,53,53,3,2,13,4,3,1,32.6,0.63411295015058,0.14140331027104402,4,3.1,30,171.6,,
Kyrie Irving,DAL,25062,blk,28.5,-106,-120,fd,,G,11,,,,closed,,,335,,2074,28.5,-120,-110,28.5,-105,33,2024-10-20 02:21:29,2,2,24,24,3,2,11,10,2,3,31.5,0.63531909109385,0.23467672420125563,5,3.0,12,137.5,,
Jaylen Brown,BOS,25061,pa,33.5,-113,-113,fd,,G,7,,,,closed,,,338,,3170,32.5,-120,-110,32.5,-110,33,2024-10-23 06:26:05,0,0,83,83,3,2,12,5,3,1,36.4,0.66871725662498,0.2605024394789447,5,2.9,30,198.9,,
Jrue Holiday,BOS,25061,ast,13.5,-110,-110,fd,,G,4,,,,closed,,,156,,2365,13.5,-110,-120,13.5,-130,33,2024-10-23 06:26:00,1,1,139,139,1,4,8,11,2,3,16.3,0.65065476158156,0.24215909029206906,5,2.8,30,123.5,,
Jamal Murray,DEN,25063,blk,25.5,-102,-125,fd,,G,27,,,,closed,,,335,,3171,25.5,-110,-120,26.5,-120,33,2024-10-20 20:23:19,0,0,24,24,2,3,5,10,1,4,28.3,0.62605984875248,0.2398440141960878,5,2.8,2,127.2,,
Dereck Lively,DAL,25062,to,14.5,-130,102,fd,,C,2,,,,closed,,,336,,5976,14.5,-130,100,17.5,-108,10,2024-10-21 01:12:25,0,0,51,51,3,2,11,7,3,2,17.3,0.70844735176585,0.2534068531241963,5,2.8,16,156.7,,
