GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS
2023-11-04T00:00:00,1,0022300132,1610612756,PHX,Phoenix,Suns,2-4,24,21,30,25,0,0,0,0,0,0,0,0,0,0,100
2023-11-04T00:00:00,1,0022300132,1610612755,PHI,Philadelphia,76ers,4-1,25,27,28,32,0,0,0,0,0,0,0,0,0,0,112
