GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS
2023-11-12T00:00:00,8,0022300184,1610612759,SAS,San Antonio,Spurs,3-7,29,24,31,29,0,0,0,0,0,0,0,0,0,0,113
2023-11-12T00:00:00,8,0022300184,1610612748,MIA,Miami,Heat,6-4,15,35,32,36,0,0,0,0,0,0,0,0,0,0,118
