GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS
2023-11-15T00:00:00,4,0022300195,1610612749,MIL,Milwaukee,Bucks,7-4,36,34,30,28,0,0,0,0,0,0,0,0,0,0,128
2023-11-15T00:00:00,4,0022300195,1610612761,TOR,Toronto,Raptors,5-6,21,26,32,33,0,0,0,0,0,0,0,0,0,0,112
