GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS
2023-11-27T00:00:00,5,0022300257,1610612746,LAC,LA,Clippers,7-9,28,28,32,16,0,0,0,0,0,0,0,0,0,0,104
2023-11-27T00:00:00,5,0022300257,1610612743,DEN,Denver,Nuggets,12-6,25,33,19,36,0,0,0,0,0,0,0,0,0,0,113
