GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS
2023-11-01T00:00:00,1,0022300115,1610612765,DET,Detroit,Pistons,2-3,32,27,25,17,0,0,0,0,0,0,0,0,0,0,101
2023-11-01T00:00:00,1,0022300115,1610612757,POR,Portland,Trail Blazers,2-3,26,21,36,27,0,0,0,0,0,0,0,0,0,0,110
