GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0022400116,1610612740,NOP,New Orleans,1627742,Brandon Ingram,Brandon,F,,31.000000:27,108.3,107.8,121.6,125.4,-13.3,-17.6,0.125,0.67,9.1,0.034,0.081,0.061,13.6,0.794,0.819,0.27,0.275,98.2,96.92,80.76,64,0.177
0022400116,1610612740,NOP,New Orleans,1629627,Zion Williamson,Zion,F,,30.000000:24,106.4,111.5,126.5,130.2,-20.1,-18.7,0.231,0.43,9.4,0.1,0.176,0.148,21.9,0.658,0.688,0.426,0.421,101.65,97.89,81.58,61,0.165
0022400116,1610612740,NOP,New Orleans,1628464,Daniel Theis,Daniel,C,,21.000000:17,111.2,108.7,128.0,131.1,-16.8,-22.4,0.167,3.0,30.0,0.053,0.24,0.159,10.0,0.4,0.425,0.135,0.14,102.66,102.62,85.51,46,0.075
0022400116,1610612740,NOP,New Orleans,1630529,Herbert Jones,Herbert,G,,20.000000:01,112.6,122.5,100.9,105.0,11.7,17.5,0.0,0.0,0.0,0.0,0.111,0.067,25.0,0.833,0.833,0.083,0.081,102.11,95.92,79.93,40,0.084
0022400116,1610612740,NOP,New Orleans,203468,CJ McCollum,CJ,G,,31.000000:13,107.3,109.5,119.0,118.8,-11.7,-9.2,0.192,1.25,29.4,0.037,0.135,0.094,23.5,0.313,0.313,0.167,0.166,98.52,97.66,81.38,63,0.039
0022400116,1610612740,NOP,New Orleans,1641722,Jordan Hawkins,Jordan,,,25.000000:46,88.0,92.2,116.2,120.0,-28.2,-27.8,0.056,0.5,10.0,0.0,0.071,0.041,20.0,0.0,0.258,0.155,0.157,97.84,94.08,78.4,51,-0.032
0022400116,1610612740,NOP,New Orleans,1630631,Jose Alvarado,Jose,,,21.000000:46,103.1,106.8,122.9,131.8,-19.8,-25.0,0.286,2.0,36.4,0.0,0.0,0.0,18.2,0.5,0.615,0.149,0.15,102.32,97.03,80.86,44,0.059
0022400116,1610612740,NOP,New Orleans,1642274,Yves Missi,Yves,,,21.000000:49,112.1,116.3,123.1,131.7,-11.0,-15.4,0.231,1.5,23.1,0.067,0.3,0.2,15.4,0.667,0.549,0.208,0.21,97.33,92.41,77.01,43,0.103
0022400116,1610612740,NOP,New Orleans,1629750,Javonte Green,Javonte,,,19.000000:24,97.5,97.4,147.1,142.5,-49.5,-45.1,0.067,1.0,25.0,0.125,0.235,0.182,25.0,0.75,0.75,0.07,0.071,96.12,97.7,81.42,39,0.083
0022400116,1610612740,NOP,New Orleans,1630526,Jeremiah Robinson-Earl,Jeremiah,,,11.000000:27,99.7,92.0,138.9,143.5,-39.2,-51.5,0.0,0.0,0.0,0.25,0.0,0.067,0.0,0.833,0.833,0.115,0.125,98.18,100.61,83.84,25,0.081
0022400116,1610612740,NOP,New Orleans,1631288,Jamal Cain,Jamal,,,2.000000:43,170.1,142.9,166.7,166.7,3.4,-23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.143,0.17,104.95,114.85,95.71,7,0.115
0022400116,1610612740,NOP,New Orleans,1630527,Brandon Boston Jr.,Brandon,,,2.000000:43,170.1,142.9,166.7,166.7,3.4,-23.8,0.333,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.95,114.85,95.71,7,0.038
0022400116,1610612744,GSW,Golden State,1630541,Moses Moody,Moses,F,,17.000000:30,122.0,125.0,132.1,132.4,-10.1,-7.4,0.091,1.0,10.0,0.0,0.182,0.077,10.0,1.063,1.063,0.231,0.244,101.43,100.11,83.43,36,0.153
0022400116,1610612744,GSW,Golden State,203110,Draymond Green,Draymond,F,,28.000000:30,129.6,133.9,106.8,112.3,22.8,21.6,0.259,0.0,63.6,0.032,0.1,0.059,0.0,0.375,0.375,0.056,0.06,101.79,97.68,81.4,59,0.058
0022400116,1610612744,GSW,Golden State,1631218,Trayce Jackson-Davis,Trayce,C,,16.000000:55,151.1,150.0,129.9,128.6,21.2,21.4,0.278,5.0,62.5,0.0,0.133,0.074,12.5,1.0,0.798,0.083,0.086,97.04,97.89,81.58,34,0.081
0022400116,1610612744,GSW,Golden State,1627741,Buddy Hield,Buddy,G,,28.000000:48,113.0,118.6,103.3,101.7,9.7,17.0,0.063,0.0,5.0,0.0,0.045,0.017,0.0,0.694,0.725,0.271,0.276,100.83,99.17,82.64,59,0.165
0022400116,1610612744,GSW,Golden State,1641764,Brandin Podziemski,Brandin,G,,33.000000:32,131.0,130.9,106.3,105.9,24.6,25.0,0.2,0.0,21.7,0.027,0.065,0.044,0.0,0.528,0.528,0.228,0.234,97.11,97.34,81.11,68,0.103
0022400116,1610612744,GSW,Golden State,1630228,Jonathan Kuminga,Jonathan,,,28.000000:12,106.1,108.9,95.6,101.8,10.4,7.1,0.176,1.5,15.0,0.0,0.136,0.055,10.0,0.5,0.576,0.254,0.263,99.68,95.32,79.43,56,0.159
0022400116,1610612744,GSW,Golden State,1627780,Gary Payton II,Gary,,,8.000000:04,81.3,76.5,87.9,88.9,-6.7,-12.4,0.0,0.0,0.0,0.077,0.0,0.048,16.7,0.7,0.7,0.273,0.3,101.84,104.22,86.85,17,0.233
0022400116,1610612744,GSW,Golden State,1626172,Kevon Looney,Kevon,,,19.000000:57,116.4,116.7,94.8,88.4,21.6,28.3,0.125,2.0,25.0,0.185,0.235,0.205,12.5,0.4,0.4,0.118,0.12,98.84,102.26,85.21,42,0.083
0022400116,1610612744,GSW,Golden State,1630322,Lindy Waters III,Lindy,,,30.000000:34,138.4,145.0,96.1,100.0,42.4,45.0,0.167,0.0,22.2,0.097,0.227,0.151,0.0,0.731,0.756,0.194,0.198,99.16,94.98,79.15,60,0.178
0022400116,1610612744,GSW,Golden State,203937,Kyle Anderson,Kyle,,,19.000000:49,113.2,117.9,91.6,97.4,21.6,20.6,0.235,0.0,28.6,0.0,0.143,0.056,0.0,0.0,0.051,0.208,0.219,98.15,93.25,77.71,39,0.014
0022400116,1610612744,GSW,Golden State,1630311,Pat Spencer,Pat,,,2.000000:43,166.7,166.7,170.1,142.9,-3.4,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.667,0.5,0.5,104.95,114.85,95.71,6,0.115
0022400116,1610612744,GSW,Golden State,1630611,Gui Santos,Gui,,,2.000000:43,166.7,166.7,170.1,142.9,-3.4,23.8,0.25,1.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.167,0.167,104.95,114.85,95.71,6,0.0
0022400116,1610612744,GSW,Golden State,1641736,Reece Beekman,Reece,,,2.000000:43,166.7,166.7,170.1,142.9,-3.4,23.8,0.25,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.95,114.85,95.71,6,0.038
0022400116,1610612744,GSW,Golden State,203952,Andrew Wiggins,Andrew,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
